taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB036877	AB036877	-	1076	7	-	Influenza B virus (B/Saga/S172/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB036878	AB036878	-	1076	7	-	Influenza B virus (B/Kouchi/193/1999)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB036879	AB036879	-	1076	7	-	Influenza B virus (B/Nagoya/20/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120258	AB120258	15258979	1076	7	-	Influenza B virus (B/Yamagata/K270/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120259	AB120259	15258979	1076	7	-	Influenza B virus (B/Yamagata/K320/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120260	AB120260	15258979	1076	7	-	Influenza B virus (B/Yamagata/K386/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120261	AB120261	15258979	1076	7	-	Influenza B virus (B/Yamagata/K461/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120262	AB120262	15258979	1076	7	-	Influenza B virus (B/Yamagata/K490/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120263	AB120263	15258979	1076	7	-	Influenza B virus (B/Yamagata/K500/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120264	AB120264	15258979	1076	7	-	Influenza B virus (B/Yamagata/K501/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120265	AB120265	15258979	1076	7	-	Influenza B virus (B/Yamagata/K508/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120266	AB120266	15258979	1076	7	-	Influenza B virus (B/Yamagata/K515/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120267	AB120267	15258979	1076	7	-	Influenza B virus (B/Yamagata/K519/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120268	AB120268	15258979	1076	7	-	Influenza B virus (B/Yamagata/K520/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120269	AB120269	15258979	1076	7	-	Influenza B virus (B/Yamagata/K521/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120270	AB120270	15258979	1076	7	-	Influenza B virus (B/Yamagata/K535/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120271	AB120271	15258979	1076	7	-	Influenza B virus (B/Yamagata/K542/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120272	AB120272	15258979	1076	7	-	Influenza B virus (B/Yamagata/222/2002)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120273	AB120273	15258979	1076	7	-	Influenza B virus (B/Yamagata/115/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120274	AB120274	15258979	1076	7	-	Influenza B virus (B/Yamagata/1246/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AB120275	AB120275	15258979	1076	7	-	Influenza B virus (B/Yamagata/1311/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AF100381	AF100381	10196339	1138	7	-	Influenza B virus (B/Beijing/184/93)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AJ783374	AJ783374	-	1064	7	-	Influenza B virus (B/Sichuan/379/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AJ783375	AJ783375	-	1102	7	-	Influenza B virus (B/Shandong/7/97)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AJ783376	AJ783376	-	1100	7	-	Influenza B virus (B/Tehran/80/02)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AJ783377	AJ783377	-	1096	7	-	Influenza B virus (B/Beijing/184/93)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG7/member/ncbi-nuccore-ibv/AJ783378	AJ783378	-	1060	7	-	Influenza B virus (B/Trieste/28/2002)	-	-	-	-	-	-	-
