taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB019354	AB019354	-	1762	4	-	Influenza A virus (A/Nagasaki/48/95(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB019355	AB019355	-	1762	4	-	Influenza A virus (A/Nagasaki/76/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB019356	AB019356	-	1762	4	-	Influenza A virus (A/Nagasaki/93/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB019357	AB019357	-	1762	4	-	Influenza A virus (A/Nagasaki/97/95(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB049159	AB049159	11238878	1683	4	-	Influenza A virus (A/parakeet/Chiba/1/97(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB049160	AB049160	11238878	1683	4	-	Influenza A virus (A/parakeet/Narita/92A/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB125927	AB125927	-	1477	4	-	Influenza A virus (A/duck/Hokkaido/31/97(H9N2))	-	-	-	-	Japan	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB125928	AB125928	-	1707	4	-	Influenza A virus (A/duck/Hokkaido/49/98(H9N2))	-	-	-	-	Japan	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB125929	AB125929	-	1501	4	-	Influenza A virus (A/duck/Hokkaido/9/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG4/member/ncbi-nuccore-iav/AB125930	AB125930	-	1499	4	-	Influenza A virus (A/duck/Hokkaido/26/99(H9N2))	-	-	-	-	Japan	-	-
