taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120468	AB120468	15258979	465	1	-	Influenza B virus (B/Yamagata/K270/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120469	AB120469	15258979	465	1	-	Influenza B virus (B/Yamagata/K320/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120470	AB120470	15258979	465	1	-	Influenza B virus (B/Yamagata/K386/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120471	AB120471	15258979	465	1	-	Influenza B virus (B/Yamagata/K461/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120472	AB120472	15258979	465	1	-	Influenza B virus (B/Yamagata/K490/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120473	AB120473	15258979	465	1	-	Influenza B virus (B/Yamagata/K500/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120474	AB120474	15258979	465	1	-	Influenza B virus (B/Yamagata/K501/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120475	AB120475	15258979	465	1	-	Influenza B virus (B/Yamagata/K508/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120476	AB120476	15258979	465	1	-	Influenza B virus (B/Yamagata/K515/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120477	AB120477	15258979	465	1	-	Influenza B virus (B/Yamagata/K519/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120478	AB120478	15258979	465	1	-	Influenza B virus (B/Yamagata/K520/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120479	AB120479	15258979	465	1	-	Influenza B virus (B/Yamagata/K521/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG1/member/ncbi-nuccore-ibv/AB120480	AB120480	15258979	465	1	-	Influenza B virus (B/Yamagata/K535/2001)	-	-	-	-	-	-	-
