taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/JQ922308	JQ922308	23408893	2049	4	IDV	Influenza D virus (D/swine/Oklahoma/1334/2011)	-	-	-	-	USA	2011	Sus scrofa
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KF425655	KF425655	24595369	2049	4	IDV	Influenza D virus (D/bovine/Minnesota/628/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KF425662	KF425662	24595369	2049	4	IDV	Influenza D virus (D/bovine/Oklahoma/660/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KF425669	KF425669	24595369	1995	4	IDV	Influenza D virus (D/bovine/Minnesota/729/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM015494	KM015494	25142163	2049	4	IDV	Influenza D virus (D/bovine/Shandong/Y125/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM015501	KM015501	25142163	2049	4	IDV	Influenza D virus (D/bovine/Shandong/Y127/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM015508	KM015508	25142163	2049	4	IDV	Influenza D virus (D/bovine/Shandong/Y217/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM392471	KM392471	-	2049	4	IDV	Influenza D virus (D/bovine/Nebraska/9-5/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM392478	KM392478	-	2049	4	IDV	Influenza D virus (D/bovine/Kansas/1-35/2010)	-	-	-	-	USA	2010	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM392485	KM392485	-	2049	4	IDV	Influenza D virus (D/bovine/Texas/3-13/2011)	-	-	-	-	USA	2011	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM392492	KM392492	-	2049	4	IDV	Influenza D virus (D/bovine/Kansas/13-21/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM392499	KM392499	-	2049	4	IDV	Influenza D virus (D/bovine/Kansas/14-22/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KM392506	KM392506	-	2049	4	IDV	Influenza D virus (D/bovine/Kansas/11-8/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG4/member/ncbi-idv-nuccore/KT581412	KT581412	26386554	2049	4	IDV	Influenza D virus (D/bovine/Mississippi/C00046N/2014)	-	-	-	Mississippi	USA: Mississippi	2014	Bos taurus; 6 to 8 months
