taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AB036778	AB036778	-	1027	7	-	Influenza A virus (A/X-31(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AB049165	AB049165	11238878	982	7	-	Influenza A virus (A/parakeet/Chiba/1/97(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AB049166	AB049166	11238878	982	7	-	Influenza A virus (A/parakeet/Narita/92A/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AB126629	AB126629	-	1003	7	-	Influenza A virus (A/Yokohama/22/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AB126637	AB126637	-	1003	7	-	Influenza A virus (A/Yokohama/47/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF188003	AF188003	11129631	1027	7	-	Influenza A virus (A/swine/Quebec/192/81(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF188004	AF188004	11129631	1027	7	-	Influenza A virus (A/swine/Quebec/5393/91(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF222662	AF222662	11000205	933	7	-	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF222663	AF222663	11000205	933	7	-	Influenza A virus (A/Pigeon/Hong Kong/FY6/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF222664	AF222664	11000205	933	7	-	Influenza A virus (A/Chicken/Hong Kong/NT16/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF222665	AF222665	11000205	933	7	-	Influenza A virus (A/Quail/Hong Kong/SSP10/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF222666	AF222666	11000205	933	7	-	Influenza A virus (A/pheasant/Hong Kong/SSP11/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF222667	AF222667	11000205	933	7	-	Influenza A virus (A/Chicken/Hong Kong/FY20/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF222668	AF222668	11000205	933	7	-	Influenza A virus (A/Chicken/Hong Kong/KC12/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG7/member/ncbi-nuccore-iav/AF222669	AF222669	11000205	933	7	-	Influenza A virus (A/Quail/Hong Kong/NT28/99(H9N2))	-	-	-	-	-	-	-
