taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/JQ922307	JQ922307	23408893	2195	3	-	Influenza D virus (D/swine/Oklahoma/1334/2011)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KF425654	KF425654	24595369	2195	3	-	Influenza D virus (D/bovine/Minnesota/628/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KF425661	KF425661	24595369	2195	3	-	Influenza D virus (D/bovine/Oklahoma/660/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KF425668	KF425668	24595369	2133	3	-	Influenza D virus (D/bovine/Minnesota/729/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM015493	KM015493	25142163	2195	3	-	Influenza D virus (D/bovine/Shandong/Y125/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM015500	KM015500	25142163	2195	3	-	Influenza D virus (D/bovine/Shandong/Y127/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM015507	KM015507	25142163	2195	3	-	Influenza D virus (D/bovine/Shandong/Y217/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM392470	KM392470	-	2195	3	-	Influenza D virus (D/bovine/Nebraska/9-5/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM392477	KM392477	-	2195	3	-	Influenza D virus (D/bovine/Kansas/1-35/2010)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM392484	KM392484	-	2195	3	-	Influenza D virus (D/bovine/Texas/3-13/2011)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM392491	KM392491	-	2195	3	-	Influenza D virus (D/bovine/Kansas/13-21/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM392498	KM392498	-	2195	3	-	Influenza D virus (D/bovine/Kansas/14-22/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KM392505	KM392505	-	2195	3	-	Influenza D virus (D/bovine/Kansas/11-8/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KT581411	KT581411	-	2195	3	-	Influenza D virus (D/bovine/Mississippi/C00046N/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KT592517	KT592517	26812282	2195	3	-	Influenza D virus (D/bovine/Italy/1/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KT592525	KT592525	26812282	2193	3	-	Influenza D virus (D/bovine/Italy/46484/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KT592532	KT592532	26812282	2195	3	-	Influenza D virus (D/swine/Italy/199724-3/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KU710426	KU710426	27154756	2195	3	-	Influenza D virus (D/bovine/Mexico/S7/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KU710427	KU710427	27154756	2194	3	-	Influenza D virus (D/bovine/Mexico/S8/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG3/member/ncbi-nuccore-idv/KU710428	KU710428	27154756	2195	3	-	Influenza D virus (D/bovine/Mexico/S56/2015)	-	-	-	-	-	-	-
