taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AB036781	AB036781	-	2341	2	-	Influenza A virus (A/X-31(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AB049155	AB049155	11238878	2277	2	-	Influenza A virus (A/parakeet/Chiba/1/97(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AB049156	AB049156	11238878	2277	2	-	Influenza A virus (A/parakeet/Narita/92A/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AB126625	AB126625	-	2271	2	-	Influenza A virus (A/Yokohama/22/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AB126634	AB126634	-	2271	2	-	Influenza A virus (A/Yokohama/47/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222632	AF222632	11000205	1362	2	-	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222633	AF222633	11000205	1362	2	-	Influenza A virus (A/Pigeon/Hong Kong/FY6/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222634	AF222634	11000205	1362	2	-	Influenza A virus (A/Chicken/Hong Kong/NT16/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222635	AF222635	11000205	1362	2	-	Influenza A virus (A/Quail/Hong Kong/SSP10/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222636	AF222636	11000205	1362	2	-	Influenza A virus (A/pheasant/Hong Kong/SSP11/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222637	AF222637	11000205	1362	2	-	Influenza A virus (A/Chicken/Hong Kong/FY20/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222638	AF222638	11000205	1362	2	-	Influenza A virus (A/Chicken/Hong Kong/KC12/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222639	AF222639	11000205	1362	2	-	Influenza A virus (A/Quail/Hong Kong/NT28/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222640	AF222640	11000205	1362	2	-	Influenza A virus (A/Chicken/Hong Kong/SF2/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222641	AF222641	11000205	1362	2	-	Influenza A virus (A/Silky Chicken/Hong Kong/SF44/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222818	AF222818	11559800	2253	2	-	Influenza A virus (A/swine/Hong Kong/9/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF222819	AF222819	11559800	2253	2	-	Influenza A virus (A/swine/Hong Kong/10/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF225518	AF225518	-	2274	2	-	Influenza A virus (A/sw/Shizuoka/110/97(H3N2))	-	A/sw/Shizuoka/110/97	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF225519	AF225519	-	2274	2	-	Influenza A virus (A/sw/Shizuoka/115/97(H3N2))	-	A/sw/Shizuoka/115/97	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF225520	AF225520	-	2274	2	-	Influenza A virus (A/sw/Shizuoka/119/97(H3N2))	-	A/sw/Shizuoka/119/97	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF225521	AF225521	-	2274	2	-	Influenza A virus (A/swine/Shizuoka/120/97(H3N2))	-	A/sw/Shizuoka/120/97	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF250477	AF250477	10864640	2277	2	-	Influenza A virus (A/Teal/Hong Kong/W312/97(H6N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF258526	AF258526	10878047	2341	2	-	Influenza A virus (A/Hong Kong/427/1998(H1N1))	-	A/Hong Kong/427/98	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF258527	AF258527	10878047	2341	2	-	Influenza A virus (A/Hong Kong/470/1997(H1N1))	-	A/Hong Kong/470/97	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF348172	AF348172	11371620	2341	2	-	Influenza A virus (A/Hong Kong/1/1968(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF348173	AF348173	11371620	2341	2	-	Influenza A virus (A/Hong Kong/1/1968(H3N2))	-	MA20C	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF389116	AF389116	11779399	2341	2	-	Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1))	-	A/Puerto Rico/8/34/Mount Sinai	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF398423	AF398423	11739677	1527	2	-	Influenza A virus (A/Goose/Hong Kong/385.3/2000(H5N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF398424	AF398424	11739677	2253	2	-	Influenza A virus (A/Goose/Hong Kong/385.5/2000(H5N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF398865	AF398865	11865415	2283	2	-	Influenza A virus (A/Charlottesville/31/95(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF398871	AF398871	11865415	2285	2	-	Influenza A virus (A/Charlottesville/31/95(H1N1))	-	delNA-31	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF400764	AF400764	11559800	1437	2	-	Influenza A virus (A/Swine/Hong Kong/2405/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF400765	AF400765	11559800	1437	2	-	Influenza A virus (A/Swine/Hong Kong/2422/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF400766	AF400766	11559800	1437	2	-	Influenza A virus (A/Swine/Hong Kong/2429/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF400786	AF400786	11559800	1068	2	-	Influenza A virus (A/swine/Hong Kong/2106/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF457671	AF457671	12033764	2341	2	-	Influenza A virus (A/chicken/California/1002a/00(H6N2))	-	-	-	California	USA: California	-	Gallus gallus
alignment/AL_IAV_SEG2/member/ncbi-nuccore-iav/AF508618	AF508618	-	2218	2	-	Influenza A virus (A/ostrich/South Africa/9508103/95(H9N2))	-	-	-	-	-	-	-
