taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/JQ922310	JQ922310	23408893	1219	6	-	Influenza D virus (D/swine/Oklahoma/1334/2011)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KF425657	KF425657	24595369	1219	6	-	Influenza D virus (D/bovine/Minnesota/628/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KF425664	KF425664	24595369	1219	6	-	Influenza D virus (D/bovine/Oklahoma/660/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KF425671	KF425671	24595369	1164	6	-	Influenza D virus (D/bovine/Minnesota/729/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM015496	KM015496	25142163	1219	6	-	Influenza D virus (D/bovine/Shandong/Y125/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM015503	KM015503	25142163	1219	6	-	Influenza D virus (D/bovine/Shandong/Y127/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM015510	KM015510	25142163	1219	6	-	Influenza D virus (D/bovine/Shandong/Y217/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM392473	KM392473	-	1219	6	-	Influenza D virus (D/bovine/Nebraska/9-5/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM392480	KM392480	-	1219	6	-	Influenza D virus (D/bovine/Kansas/1-35/2010)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM392487	KM392487	-	1219	6	-	Influenza D virus (D/bovine/Texas/3-13/2011)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM392494	KM392494	-	1219	6	-	Influenza D virus (D/bovine/Kansas/13-21/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM392501	KM392501	-	1219	6	-	Influenza D virus (D/bovine/Kansas/14-22/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KM392508	KM392508	-	1219	6	-	Influenza D virus (D/bovine/Kansas/11-8/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KT581414	KT581414	26386554	1219	6	-	Influenza D virus (D/bovine/Mississippi/C00046N/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KT592519	KT592519	26812282	1219	6	-	Influenza D virus (D/bovine/Italy/1/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KT592528	KT592528	26812282	1197	6	-	Influenza D virus (D/bovine/Italy/46484/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KT592535	KT592535	26812282	1219	6	-	Influenza D virus (D/swine/Italy/199724-3/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KU710430	KU710430	27154756	1219	6	-	Influenza D virus (D/bovine/Mexico/S7/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KU710431	KU710431	27154756	1219	6	-	Influenza D virus (D/bovine/Mexico/S8/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KU710432	KU710432	27154756	1219	6	-	Influenza D virus (D/bovine/Mexico/S56/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KU710433	KU710433	27154756	1219	6	-	Influenza D virus (D/bovine/Mexico/S62/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KX768822	KX768822	28916759	1220	6	-	Influenza D virus (D/swine/Italy/268344-2/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KX768829	KX768829	28916759	1219	6	-	Influenza D virus (D/swine/Italy/173287-4/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KX768836	KX768836	28916759	1219	6	-	Influenza D virus (D/swine/Italy/254578/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KX768843	KX768843	28916759	1219	6	-	Influenza D virus (D/swine/Italy/354017/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992095	KY992095	-	621	6	-	Influenza D virus (D/bovine/Ireland/007780/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992096	KY992096	-	621	6	-	Influenza D virus (D/bovine/Ireland/082301/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992097	KY992097	-	621	6	-	Influenza D virus (D/bovine/Ireland/010807/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992098	KY992098	-	621	6	-	Influenza D virus (D/bovine/Ireland/023638/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992099	KY992099	-	573	6	-	Influenza D virus (D/bovine/Ireland/007780/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992100	KY992100	-	573	6	-	Influenza D virus (D/bovine/Ireland/037157/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992101	KY992101	-	573	6	-	Influenza D virus (D/bovine/Ireland/010807/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992102	KY992102	-	573	6	-	Influenza D virus (D/bovine/Ireland/023638/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/KY992103	KY992103	-	573	6	-	Influenza D virus (D/bovine/Ireland/082301/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/LC128434	LC128434	27434213	1219	6	-	Influenza D virus (D/bovine/Ibaraki/7768/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/LC270270	LC270270	29143492	1219	6	-	Influenza D virus (D/bovine/Miyazaki/B22/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/LC318670	LC318670	29321324	1219	6	-	Influenza D virus (D/bovine/Yamagata/10710/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/MG720240	MG720240	-	1162	6	-	Influenza D virus (D/bovine/France/5920/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/MH785020	MH785020	-	322	6	-	Influenza D virus	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/MK054183	MK054183	-	1164	6	-	Influenza D virus	-	-	-	-	-	-	-
alignment/AL_IDV_SEG6/member/ncbi-nuccore-idv/MK101123	MK101123	-	1168	6	-	Influenza D virus	-	-	-	-	-	-	-
