taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AB036777	AB036777	-	890	8	-	Influenza A virus (A/X-31(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AB049167	AB049167	11238878	838	8	-	Influenza A virus (A/parakeet/Chiba/1/97(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AB049168	AB049168	11238878	838	8	-	Influenza A virus (A/parakeet/Narita/92A/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AB126628	AB126628	-	838	8	-	Influenza A virus (A/Yokohama/22/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AB126636	AB126636	-	835	8	-	Influenza A virus (A/Yokohama/47/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AF036360	AF036360	9430591	890	8	-	Influenza A virus (A/Hong Kong/156/97(H5N1))	-	-	-	Hong Kong	China: Hong Kong	1997	Homo sapiens
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AF055422	AF055422	-	890	8	-	Influenza A virus (A/Taiwan/2243/1992(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AF055423	AF055423	-	890	8	-	Influenza A virus (A/Taiwan/112/1996(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AF055424	AF055424	-	890	8	-	Influenza A virus (A/Taiwan/117/1996(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG8/member/ncbi-nuccore-iav/AF055425	AF055425	-	890	8	-	Influenza A virus (A/Taiwan/118/1996(H1N1))	-	-	-	-	-	-	-
