taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000604	AB000604	9354270	1136	6	ICV	Influenza C virus (C/Johannesburg/66)	-	C/Johannesburg/66	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000605	AB000605	9354270	1136	6	ICV	Influenza C virus (C/Sapporo/71)	-	C/Sapporo/71	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000606	AB000606	9354270	1136	6	ICV	Influenza C virus (C/Kanagawa/1/76)	-	C/Kanagawa/1/76	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000607	AB000607	9354270	1136	6	ICV	Influenza C virus (C/Miyagi/77)	-	C/Miyagi/77	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000608	AB000608	9354270	1136	6	ICV	Influenza C virus (C/California/78)	-	C/California/78	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000609	AB000609	9354270	1136	6	ICV	Influenza C virus (C/Kyoto/1/79)	-	C/Kyoto/1/79	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000610	AB000610	9354270	1136	6	ICV	Influenza C virus (C/Hyogo/1/83)	-	C/Hyogo/1/83	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000611	AB000611	9354270	1136	6	ICV	Influenza C virus (C/Yamagata/1/86)	-	C/Yamagata/1/86	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000612	AB000612	9354270	1137	6	ICV	Influenza C virus (C/Yamagata/8/88)	-	C/Yamagata/8/88	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000613	AB000613	9354270	1136	6	ICV	Influenza C virus (C/Yamagata/10/89)	-	C/Yamagata/10/89	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000614	AB000614	9354270	1136	6	ICV	Influenza C virus (C/Miyagi/9/91)	-	C/Miyagi/9/91	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000720	AB000720	9354270	1136	6	ICV	Influenza C virus (C/Mississippi/80)	-	C/Mississippi/80	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000721	AB000721	9354270	1137	6	ICV	Influenza C virus (C/Yamagata/26/81)	-	C/Yamagata/26/81	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000722	AB000722	9354270	1136	6	ICV	Influenza C virus (C/pig/Beijing/115/81)	-	C/pig/Beijing/115/81	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000723	AB000723	9354270	1136	6	ICV	Influenza C virus (C/Nara/82)	-	C/Nara/82	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000724	AB000724	9354270	1136	6	ICV	Influenza C virus (C/Kyoto/41/82)	-	C/Kyoto/41/82	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000725	AB000725	9354270	1136	6	ICV	Influenza C virus (C/England/83)	-	C/England/83	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000726	AB000726	9354270	1137	6	ICV	Influenza C virus (C/Nara/1/85)	-	C/Nara/1/85	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000727	AB000727	9354270	1137	6	ICV	Influenza C virus (C/Nara/2/85)	-	C/Nara/2/85	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB000728	AB000728	9354270	1136	6	ICV	Influenza C virus (C/Yamagata/9/88)	-	C/Yamagata/9/88	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB126196	AB126196	15218173	1180	6	ICV	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982131	AB982131	-	1122	6	ICV	Influenza C virus (C/Leyte/1/2011)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982132	AB982132	-	1122	6	ICV	Influenza C virus (C/Leyte/2/2011)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982133	AB982133	-	1122	6	ICV	Influenza C virus (C/Leyte/3/2011)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982134	AB982134	-	1122	6	ICV	Influenza C virus (C/Sendai/TU1/2008)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982135	AB982135	-	1122	6	ICV	Influenza C virus (C/Sendai/TU2/2008)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982136	AB982136	-	1122	6	ICV	Influenza C virus (C/Sendai/TU3/2008)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982137	AB982137	-	1122	6	ICV	Influenza C virus (C/Sendai/TU5/2008)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982138	AB982138	-	1122	6	ICV	Influenza C virus (C/Sendai/TU1/2012)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982139	AB982139	-	1122	6	ICV	Influenza C virus (C/Sendai/TU2/2012)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982140	AB982140	-	1122	6	ICV	Influenza C virus (C/Biliran/1/2013)	-	-	-	Biliran	Philippines: Biliran	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982141	AB982141	-	1122	6	ICV	Influenza C virus (C/Biliran/2/2013)	-	-	-	Biliran	Philippines: Biliran	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982142	AB982142	-	1122	6	ICV	Influenza C virus (C/Biliran/3/2013)	-	-	-	Biliran	Philippines: Biliran	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982143	AB982143	-	1122	6	ICV	Influenza C virus (C/Leyte/1/2013)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982144	AB982144	-	1122	6	ICV	Influenza C virus (C/Leyte/2/2013)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982145	AB982145	-	1122	6	ICV	Influenza C virus (C/Leyte/3/2013)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG6/member/ncbi-icv-nuccore/AB982146	AB982146	-	1122	6	ICV	Influenza C virus (C/Palawan/1/2013)	-	-	-	Palawan	Philippines: Palawan	-	Homo sapiens
