taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB126192	AB126192	15218173	2363	2	-	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980262	AB980262	-	376	2	-	Influenza C virus (C/Leyte/1/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980263	AB980263	-	376	2	-	Influenza C virus (C/Leyte/2/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980264	AB980264	-	376	2	-	Influenza C virus (C/Leyte/3/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980265	AB980265	-	376	2	-	Influenza C virus (C/Sendai/TU1/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980266	AB980266	-	376	2	-	Influenza C virus (C/Sendai/TU2/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980267	AB980267	-	376	2	-	Influenza C virus (C/Sendai/TU3/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980268	AB980268	-	376	2	-	Influenza C virus (C/Sendai/TU5/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980269	AB980269	-	376	2	-	Influenza C virus (C/Sendai/TU1/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980270	AB980270	-	376	2	-	Influenza C virus (C/Sendai/TU2/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980271	AB980271	-	376	2	-	Influenza C virus (C/Biliran/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980272	AB980272	-	376	2	-	Influenza C virus (C/Biliran/2/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980273	AB980273	-	376	2	-	Influenza C virus (C/Biliran/3/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980274	AB980274	-	376	2	-	Influenza C virus (C/Leyte/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980275	AB980275	-	376	2	-	Influenza C virus (C/Leyte/2/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980276	AB980276	-	376	2	-	Influenza C virus (C/Leyte/3/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AB980277	AB980277	-	376	2	-	Influenza C virus (C/Palawan/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/AF170575	AF170575	10600605	2363	2	-	Influenza C virus (C/Johannesburg/1/66)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/D30691	D30691	7996155	342	2	-	Influenza C virus (C/Nara/1/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/D30698	D30698	7996155	342	2	-	Influenza C virus (C/Nara/2/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/D30702	D30702	7996155	342	2	-	Influenza C virus (C/Nara/82)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/D78385	D78385	8757991	377	2	-	Influenza C virus (C/Aichi/1/81)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/D78388	D78388	8757991	377	2	-	Influenza C virus (C/England/83)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/D78391	D78391	8757991	377	2	-	Influenza C virus (C/Kyoto/41/82)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/D78394	D78394	8757991	377	2	-	Influenza C virus (C/Mississippi/80)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG2/member/ncbi-nuccore-icv/D78397	D78397	8757991	377	2	-	Influenza C virus (C/Nara/1/85)	-	-	-	-	-	-	-
