taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/JQ922309	JQ922309	23408893	1775	5	-	Influenza D virus (D/swine/Oklahoma/1334/2011)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KF425656	KF425656	24595369	1775	5	-	Influenza D virus (D/bovine/Minnesota/628/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KF425663	KF425663	24595369	1775	5	-	Influenza D virus (D/bovine/Oklahoma/660/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KF425670	KF425670	24595369	1659	5	-	Influenza D virus (D/bovine/Minnesota/729/2013)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM015495	KM015495	25142163	1775	5	-	Influenza D virus (D/bovine/Shandong/Y125/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM015502	KM015502	25142163	1775	5	-	Influenza D virus (D/bovine/Shandong/Y127/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM015509	KM015509	25142163	1775	5	-	Influenza D virus (D/bovine/Shandong/Y217/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM392472	KM392472	-	1775	5	-	Influenza D virus (D/bovine/Nebraska/9-5/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM392479	KM392479	-	1775	5	-	Influenza D virus (D/bovine/Kansas/1-35/2010)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM392486	KM392486	-	1775	5	-	Influenza D virus (D/bovine/Texas/3-13/2011)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM392493	KM392493	-	1775	5	-	Influenza D virus (D/bovine/Kansas/13-21/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM392500	KM392500	-	1775	5	-	Influenza D virus (D/bovine/Kansas/14-22/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KM392507	KM392507	-	1775	5	-	Influenza D virus (D/bovine/Kansas/11-8/2012)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KT581413	KT581413	26386554	1775	5	-	Influenza D virus (D/bovine/Mississippi/C00046N/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KT592518	KT592518	26812282	1775	5	-	Influenza D virus (D/bovine/Italy/1/2014)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KT592527	KT592527	26812282	1778	5	-	Influenza D virus (D/bovine/Italy/46484/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KT592534	KT592534	26812282	1775	5	-	Influenza D virus (D/swine/Italy/199724-3/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KU710418	KU710418	27154756	1775	5	-	Influenza D virus (D/bovine/Mexico/S7/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KU710419	KU710419	27154756	1774	5	-	Influenza D virus (D/bovine/Mexico/S8/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KU710420	KU710420	27154756	1774	5	-	Influenza D virus (D/bovine/Mexico/S56/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KU710421	KU710421	27154756	1775	5	-	Influenza D virus (D/bovine/Mexico/S62/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KX768821	KX768821	28916759	1729	5	-	Influenza D virus (D/swine/Italy/268344-2/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KX768828	KX768828	28916759	1775	5	-	Influenza D virus (D/swine/Italy/173287-4/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KX768835	KX768835	28916759	1775	5	-	Influenza D virus (D/swine/Italy/254578/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/KX768842	KX768842	28916759	1775	5	-	Influenza D virus (D/swine/Italy/354017/2015)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/LC128435	LC128435	27434213	1775	5	-	Influenza D virus (D/bovine/Ibaraki/7768/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/LC270269	LC270269	29143492	1775	5	-	Influenza D virus (D/bovine/Miyazaki/B22/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/LC318669	LC318669	29321324	1775	5	-	Influenza D virus (D/bovine/Yamagata/10710/2016)	-	-	-	-	-	-	-
alignment/AL_IDV_SEG5/member/ncbi-nuccore-idv/MG720237	MG720237	-	1685	5	-	Influenza D virus (D/bovine/France/5920/2014)	-	-	-	-	-	-	-
