taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB126195	AB126195	15218173	1807	5	-	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684308	AB684308	22398038	1754	5	-	Influenza C virus (C/Johannesburg/4/67)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684309	AB684309	22398038	1754	5	-	Influenza C virus (C/NewJersey/76)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684310	AB684310	22398038	1754	5	-	Influenza C virus (C/Greece/79)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684311	AB684311	22398038	1754	5	-	Influenza C virus (C/Yamagata/3/2000)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684312	AB684312	22398038	1754	5	-	Influenza C virus (C/Miyagi/4/2002)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684313	AB684313	22398038	1754	5	-	Influenza C virus (C/Yamagata/15/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684314	AB684314	22398038	1754	5	-	Influenza C virus (C/Yamagata/3/2005)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684315	AB684315	22398038	1754	5	-	Influenza C virus (C/Yamagata/1/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AB684316	AB684316	22398038	1754	5	-	Influenza C virus (C/Yamagata/2/2010)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/AF170573	AF170573	10600605	1802	5	-	Influenza C virus (C/Johannesburg/1/66)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/D30693	D30693	7996155	500	5	-	Influenza C virus (C/Nara/82)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/D30703	D30703	7996155	500	5	-	Influenza C virus (C/Nara/2/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/D30708	D30708	7996155	500	5	-	Influenza C virus (C/Nara/1/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/D78421	D78421	8757991	600	5	-	Influenza C virus (C/Aichi/1/81)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG5/member/ncbi-nuccore-icv/D78431	D78431	8757991	600	5	-	Influenza C virus (C/England/83)	-	-	-	-	-	-	-
