taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB126191	AB126191	15218173	2365	1	-	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979704	AB979704	-	469	1	-	Influenza C virus (C/Leyte/1/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979705	AB979705	-	469	1	-	Influenza C virus (C/Leyte/2/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979706	AB979706	-	469	1	-	Influenza C virus (C/Leyte/3/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979707	AB979707	-	469	1	-	Influenza C virus (C/Sendai/TU1/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979708	AB979708	-	469	1	-	Influenza C virus (C/Sendai/TU2/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979709	AB979709	-	469	1	-	Influenza C virus (C/Sendai/TU3/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979710	AB979710	-	469	1	-	Influenza C virus (C/Sendai/TU5/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979711	AB979711	-	469	1	-	Influenza C virus (C/Sendai/TU1/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979712	AB979712	-	469	1	-	Influenza C virus (C/Sendai/TU2/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979713	AB979713	-	469	1	-	Influenza C virus (C/Biliran/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979714	AB979714	-	469	1	-	Influenza C virus (C/Biliran/2/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979715	AB979715	-	469	1	-	Influenza C virus (C/Biliran/3/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979716	AB979716	-	469	1	-	Influenza C virus (C/Leyte/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979717	AB979717	-	469	1	-	Influenza C virus (C/Leyte/2/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979718	AB979718	-	469	1	-	Influenza C virus (C/Leyte/3/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AB979719	AB979719	-	469	1	-	Influenza C virus (C/Palawan/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/AF170576	AF170576	10600605	2365	1	-	Influenza C virus (C/Johannesburg/1/66)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D30694	D30694	7996155	379	1	-	Influenza C virus (C/Nara/1/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D30700	D30700	7996155	379	1	-	Influenza C virus (C/Nara/2/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D30705	D30705	7996155	379	1	-	Influenza C virus (C/Nara/82)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78384	D78384	8757991	469	1	-	Influenza C virus (C/Aichi/1/81)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78387	D78387	8757991	469	1	-	Influenza C virus (C/England/83)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78390	D78390	8757991	469	1	-	Influenza C virus (C/Kyoto/41/82)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78393	D78393	8757991	469	1	-	Influenza C virus (C/Mississippi/80)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78396	D78396	8757991	469	1	-	Influenza C virus (C/Nara/1/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78399	D78399	8757991	469	1	-	Influenza C virus (C/Nara/2/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78402	D78402	8757991	469	1	-	Influenza C virus (C/Nara/82)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78405	D78405	8757991	469	1	-	Influenza C virus (C/pig/Beijing/115/81)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78408	D78408	8757991	469	1	-	Influenza C virus (C/Yamagata/26/81)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78411	D78411	8757991	469	1	-	Influenza C virus (C/Yamagata/5/92)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78414	D78414	8757991	469	1	-	Influenza C virus (C/Yamagata/7/88)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/D78417	D78417	8757991	469	1	-	Influenza C virus (C/Yamagata/9/88)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/FR671420	FR671420	20838663	2365	1	-	Influenza C virus (C/JJ/1950)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/JX947865	JX947865	23523822	2320	1	-	Influenza C virus (C/Eastern India/1202/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/JX963126	JX963126	-	2247	1	-	Influenza C virus (C/Singapore/DSO-050530/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/JX963127	JX963127	-	2229	1	-	Influenza C virus (C/Singapore/DSO-070170/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/JX963128	JX963128	-	2229	1	-	Influenza C virus (C/Singapore/DSO-070193/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/JX963129	JX963129	-	2242	1	-	Influenza C virus (C/Singapore/DSO-070203/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/KM504277	KM504277	-	2365	1	-	Influenza C virus (C/Victoria/2/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/KM507545	KM507545	-	2325	1	-	Influenza C virus (C/India/P121719/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/KM507552	KM507552	-	2325	1	-	Influenza C virus (C/India/P135047/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/KT232082	KT232082	-	2320	1	-	Influenza C virus (C/India/P119564/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/KT835340	KT835340	26655269	2221	1	-	Influenza C virus (C/Scotland/7482/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-nuccore-icv/KT835341	KT835341	26655269	2221	1	-	Influenza C virus (C/Scotland/7383/2007)	-	-	-	-	-	-	-
