taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB036874	AB036874	-	1683	5	-	Influenza B virus (B/Saga/S172/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB036875	AB036875	-	1683	5	-	Influenza B virus (B/Kouchi/193/1999)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB036876	AB036876	-	1683	5	-	Influenza B virus (B/Nagoya/20/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120222	AB120222	15258979	925	5	-	Influenza B virus (B/Yamagata/K270/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120223	AB120223	15258979	925	5	-	Influenza B virus (B/Yamagata/K320/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120224	AB120224	15258979	925	5	-	Influenza B virus (B/Yamagata/K386/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120225	AB120225	15258979	925	5	-	Influenza B virus (B/Yamagata/K461/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120226	AB120226	15258979	925	5	-	Influenza B virus (B/Yamagata/K490/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120227	AB120227	15258979	925	5	-	Influenza B virus (B/Yamagata/K500/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120228	AB120228	15258979	925	5	-	Influenza B virus (B/Yamagata/K501/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120229	AB120229	15258979	925	5	-	Influenza B virus (B/Yamagata/K508/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120230	AB120230	15258979	925	5	-	Influenza B virus (B/Yamagata/K515/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120231	AB120231	15258979	925	5	-	Influenza B virus (B/Yamagata/K519/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120232	AB120232	15258979	925	5	-	Influenza B virus (B/Yamagata/K520/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120233	AB120233	15258979	925	5	-	Influenza B virus (B/Yamagata/K521/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120234	AB120234	15258979	925	5	-	Influenza B virus (B/Yamagata/K535/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120235	AB120235	15258979	925	5	-	Influenza B virus (B/Yamagata/K542/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120236	AB120236	15258979	925	5	-	Influenza B virus (B/Yamagata/222/2002)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG5/member/ncbi-nuccore-ibv/AB120237	AB120237	15258979	925	5	-	Influenza B virus (B/Yamagata/115/2003)	-	-	-	-	-	-	-
