taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/JQ922307	JQ922307	23408893	2195	3	IDV	Influenza D virus (D/swine/Oklahoma/1334/2011)	-	-	-	-	USA	2011	Sus scrofa
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KF425654	KF425654	24595369	2195	3	IDV	Influenza D virus (D/bovine/Minnesota/628/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KF425661	KF425661	24595369	2195	3	IDV	Influenza D virus (D/bovine/Oklahoma/660/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KF425668	KF425668	24595369	2133	3	IDV	Influenza D virus (D/bovine/Minnesota/729/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KM015493	KM015493	25142163	2195	3	IDV	Influenza D virus (D/bovine/Shandong/Y125/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KM015500	KM015500	25142163	2195	3	IDV	Influenza D virus (D/bovine/Shandong/Y127/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KM015507	KM015507	25142163	2195	3	IDV	Influenza D virus (D/bovine/Shandong/Y217/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KM392470	KM392470	-	2195	3	IDV	Influenza D virus (D/bovine/Nebraska/9-5/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KM392477	KM392477	-	2195	3	IDV	Influenza D virus (D/bovine/Kansas/1-35/2010)	-	-	-	-	USA	2010	Bos taurus
alignment/AL_IDV_SEG3/member/ncbi-idv-nuccore/KM392484	KM392484	-	2195	3	IDV	Influenza D virus (D/bovine/Texas/3-13/2011)	-	-	-	-	USA	2011	Bos taurus
