taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB036860	AB036860	-	1024	8	-	Influenza B virus (B/Kouchi/193/1999)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB036861	AB036861	-	1024	8	-	Influenza B virus (B/Saga/S172/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB036862	AB036862	-	1024	8	-	Influenza B virus (B/Nagoya/20/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120432	AB120432	15258979	1024	8	-	Influenza B virus (B/Yamagata/K270/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120433	AB120433	15258979	1024	8	-	Influenza B virus (B/Yamagata/K320/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120434	AB120434	15258979	1024	8	-	Influenza B virus (B/Yamagata/K386/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120435	AB120435	15258979	1024	8	-	Influenza B virus (B/Yamagata/K461/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120436	AB120436	15258979	1027	8	-	Influenza B virus (B/Yamagata/K490/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120437	AB120437	15258979	1024	8	-	Influenza B virus (B/Yamagata/K500/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120438	AB120438	15258979	1024	8	-	Influenza B virus (B/Yamagata/K501/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120439	AB120439	15258979	1024	8	-	Influenza B virus (B/Yamagata/K508/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120440	AB120440	15258979	1027	8	-	Influenza B virus (B/Yamagata/K515/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120441	AB120441	15258979	1024	8	-	Influenza B virus (B/Yamagata/K519/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120442	AB120442	15258979	1024	8	-	Influenza B virus (B/Yamagata/K520/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120443	AB120443	15258979	1024	8	-	Influenza B virus (B/Yamagata/K521/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120444	AB120444	15258979	1027	8	-	Influenza B virus (B/Yamagata/K535/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120445	AB120445	15258979	1027	8	-	Influenza B virus (B/Yamagata/K542/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120446	AB120446	15258979	1024	8	-	Influenza B virus (B/Yamagata/222/2002)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120447	AB120447	15258979	1024	8	-	Influenza B virus (B/Yamagata/115/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120448	AB120448	15258979	1024	8	-	Influenza B virus (B/Yamagata/1246/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AB120449	AB120449	15258979	1024	8	-	Influenza B virus (B/Yamagata/1311/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AF100399	AF100399	10196339	1026	8	-	Influenza B virus (B/Beijing/184/93)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781271	AJ781271	-	976	8	-	Influenza B virus (B/Sichuan/379/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781272	AJ781272	-	998	8	-	Influenza B virus (B/Shandong/7/97)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781273	AJ781273	-	975	8	-	Influenza B virus (B/Tehran/80/02)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781274	AJ781274	-	970	8	-	Influenza B virus (B/Beijing/184/93)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781275	AJ781275	-	986	8	-	Influenza B virus (B/Trieste/28/2002)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781276	AJ781276	-	976	8	-	Influenza B virus (B/Hong Kong/330/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781277	AJ781277	-	967	8	-	Influenza B virus (B/Moscow/3/03)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781278	AJ781278	-	988	8	-	Influenza B virus (B/Israel/95/03)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781279	AJ781279	-	979	8	-	Influenza B virus (B/Barcelona/215/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781280	AJ781280	-	989	8	-	Influenza B virus (B/Geneva/5079/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781281	AJ781281	-	986	8	-	Influenza B virus (B/Hong Kong/692/01)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781282	AJ781282	-	981	8	-	Influenza B virus (B/Trento/3/2002)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781283	AJ781283	-	984	8	-	Influenza B virus (B/Hong Kong/293/02)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781284	AJ781284	-	969	8	-	Influenza B virus (B/Bucharest/795/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781285	AJ781285	-	959	8	-	Influenza B virus (B/Hong Kong/557/2000)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781286	AJ781286	-	974	8	-	Influenza B virus (B/Ulan Ude/4/02)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781287	AJ781287	-	992	8	-	Influenza B virus (B/Shanghai/361/2002)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781288	AJ781288	-	983	8	-	Influenza B virus (B/Oslo/71/2004)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781289	AJ781289	-	984	8	-	Influenza B virus (B/Cheju/303/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781290	AJ781290	-	975	8	-	Influenza B virus (B/England/23/04)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781291	AJ781291	-	981	8	-	Influenza B virus (B/Bangkok/460/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AJ781292	AJ781292	-	990	8	-	Influenza B virus (B/Jiangsu/10/2003)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AY044170	AY044170	12922121	1053	8	-	Influenza B virus (B/Shangdong/7/97)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AY260948	AY260948	-	1044	8	-	Influenza B virus (B/Memphis/12/97)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AY260956	AY260956	15892972	1051	8	-	Influenza B virus (B/Memphis/12/97-MA)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AY504606	AY504606	15763145	1096	8	-	Influenza B virus (B/Victoria/504/2000)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AY504614	AY504614	15763145	1097	8	-	Influenza B virus (B/Hong Kong/330/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AY504622	AY504622	-	1097	8	-	Influenza B virus (B/Hong Kong/330/2001 egg adapted)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/AY687395	AY687395	-	1029	8	-	Influenza B virus (B/Beijing/76/98)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/CY018027	CY018027	-	1056	8	-	Influenza B virus (B/Houston/B56/1997)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG8/member/ncbi-nuccore-ibv/CY018035	CY018035	-	1052	8	-	Influenza B virus (B/Houston/B61/1997)	-	-	-	-	-	-	-
