taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB036859	AB036859	-	1038	4	-	Influenza B virus (B/Tokyo/6/98)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB036863	AB036863	-	1038	4	-	Influenza B virus (B/Saga/S172/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB036864	AB036864	-	1038	4	-	Influenza B virus (B/Kouchi/193/1999)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB036865	AB036865	-	1041	4	-	Influenza B virus (B/Nagoya/20/99)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120486	AB120486	15258979	1038	4	-	Influenza B virus (B/Yamagata/K198/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120487	AB120487	15258979	1038	4	-	Influenza B virus (B/Yamagata/K246/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120488	AB120488	15258979	1038	4	-	Influenza B virus (B/Yamagata/K270/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120489	AB120489	15258979	1038	4	-	Influenza B virus (B/Yamagata/K298/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120490	AB120490	15258979	1038	4	-	Influenza B virus (B/Yamagata/K320/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120491	AB120491	15258979	1038	4	-	Influenza B virus (B/Yamagata/K354/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120492	AB120492	15258979	1038	4	-	Influenza B virus (B/Yamagata/K386/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120493	AB120493	15258979	1038	4	-	Influenza B virus (B/Yamagata/K411/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120494	AB120494	15258979	1038	4	-	Influenza B virus (B/Yamagata/K461/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120495	AB120495	15258979	1038	4	-	Influenza B virus (B/Yamagata/K490/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120496	AB120496	15258979	1038	4	-	Influenza B virus (B/Yamagata/K500/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120497	AB120497	15258979	1038	4	-	Influenza B virus (B/Yamagata/K501/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120498	AB120498	15258979	1038	4	-	Influenza B virus (B/Yamagata/K508/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120499	AB120499	15258979	1038	4	-	Influenza B virus (B/Yamagata/K513/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120500	AB120500	15258979	1038	4	-	Influenza B virus (B/Yamagata/K515/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120501	AB120501	15258979	1038	4	-	Influenza B virus (B/Yamagata/K519/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120502	AB120502	15258979	1038	4	-	Influenza B virus (B/Yamagata/K520/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120503	AB120503	15258979	1038	4	-	Influenza B virus (B/Yamagata/K521/2001)	-	-	-	-	-	-	-
alignment/AL_IBV_SEG4/member/ncbi-nuccore-ibv/AB120504	AB120504	15258979	1038	4	-	Influenza B virus (B/Yamagata/K535/2001)	-	-	-	-	-	-	-
