taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AB049163	AB049163	11238878	1410	6	-	Influenza A virus (A/parakeet/Chiba/1/97(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AB049164	AB049164	11238878	1410	6	-	Influenza A virus (A/parakeet/Narita/92A/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AB101672	AB101672	12753908	1410	6	-	Influenza A virus (A/Murakami/4/64(H2N2))	-	-	-	-	-	-	Homo sapiens
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AB101673	AB101673	12753908	1410	6	-	Influenza A virus (A/Texas/68(H2N2))	-	-	-	-	-	-	Homo sapiens
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AB101674	AB101674	12753908	1410	6	-	Influenza A virus (A/Hong Kong/1/1968(H3N2))	-	-	-	-	-	-	Homo sapiens
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AB101675	AB101675	12753908	1410	6	-	Influenza A virus (A/Memphis/1/1971(H3N2))	-	-	-	-	-	-	Homo sapiens
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AB126623	AB126623	-	1407	6	-	Influenza A virus (A/Yokohama/22/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AB126631	AB126631	-	1407	6	-	Influenza A virus (A/Yokohama/47/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222652	AF222652	11000205	1412	6	-	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222653	AF222653	11000205	1412	6	-	Influenza A virus (A/Pigeon/Hong Kong/FY6/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222654	AF222654	11000205	1412	6	-	Influenza A virus (A/Chicken/Hong Kong/NT16/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222655	AF222655	11000205	1412	6	-	Influenza A virus (A/Quail/Hong Kong/SSP10/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222656	AF222656	11000205	1412	6	-	Influenza A virus (A/pheasant/Hong Kong/SSP11/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222657	AF222657	11000205	1409	6	-	Influenza A virus (A/Chicken/Hong Kong/FY20/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222658	AF222658	11000205	1409	6	-	Influenza A virus (A/Chicken/Hong Kong/KC12/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222659	AF222659	11000205	1409	6	-	Influenza A virus (A/Quail/Hong Kong/NT28/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222660	AF222660	11000205	1409	6	-	Influenza A virus (A/Chicken/Hong Kong/SF2/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222661	AF222661	11000205	1409	6	-	Influenza A virus (A/Silky Chicken/Hong Kong/SF44/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222812	AF222812	11559800	1368	6	-	Influenza A virus (A/swine/Hong Kong/9/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF222813	AF222813	11559800	1368	6	-	Influenza A virus (A/swine/Hong Kong/10/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG6/member/ncbi-nuccore-iav/AF225538	AF225538	-	1410	6	-	Influenza A virus (A/sw/Shizuoka/110/97(H3N2))	-	A/sw/Shizuoka/110/97	-	-	-	-	-
