taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AB036780	AB036780	-	2233	3	-	Influenza A virus (A/X-31(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AB049157	AB049157	11238878	2151	3	-	Influenza A virus (A/parakeet/Chiba/1/97(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AB049158	AB049158	11238878	2151	3	-	Influenza A virus (A/parakeet/Narita/92A/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AB126627	AB126627	-	2148	3	-	Influenza A virus (A/Yokohama/22/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AB126633	AB126633	-	2148	3	-	Influenza A virus (A/Yokohama/47/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222642	AF222642	11000205	1659	3	-	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222643	AF222643	11000205	1659	3	-	Influenza A virus (A/Pigeon/Hong Kong/FY6/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222644	AF222644	11000205	1659	3	-	Influenza A virus (A/Chicken/Hong Kong/NT16/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222645	AF222645	11000205	1659	3	-	Influenza A virus (A/Quail/Hong Kong/SSP10/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222646	AF222646	11000205	1659	3	-	Influenza A virus (A/pheasant/Hong Kong/SSP11/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222647	AF222647	11000205	1659	3	-	Influenza A virus (A/Chicken/Hong Kong/FY20/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222648	AF222648	11000205	1659	3	-	Influenza A virus (A/Chicken/Hong Kong/KC12/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222649	AF222649	11000205	1659	3	-	Influenza A virus (A/Quail/Hong Kong/NT28/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222650	AF222650	11000205	1659	3	-	Influenza A virus (A/Chicken/Hong Kong/SF2/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222651	AF222651	11000205	1659	3	-	Influenza A virus (A/Silky Chicken/Hong Kong/SF44/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222820	AF222820	11559800	1635	3	-	Influenza A virus (A/swine/Hong Kong/9/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF222821	AF222821	11559800	1635	3	-	Influenza A virus (A/swine/Hong Kong/10/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF225522	AF225522	-	2151	3	-	Influenza A virus (A/sw/Shizuoka/110/97(H3N2))	-	A/sw/Shizuoka/110/97	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF225523	AF225523	-	2151	3	-	Influenza A virus (A/sw/Shizuoka/115/97(H3N2))	-	A/sw/Shizuoka/115/97	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF225524	AF225524	-	2151	3	-	Influenza A virus (A/sw/Shizuoka/119/97(H3N2))	-	A/sw/Shizuoka/119/97	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF225525	AF225525	-	2151	3	-	Influenza A virus (A/swine/Shizuoka/120/97(H3N2))	-	A/sw/Shizuoka/120/97	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF250478	AF250478	10864640	2151	3	-	Influenza A virus (A/Teal/Hong Kong/W312/97(H6N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF258518	AF258518	10878047	2196	3	-	Influenza A virus (A/Hong Kong/470/1997(H1N1))	-	A/Hong Kong/470/97	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF258519	AF258519	10878047	2202	3	-	Influenza A virus (A/Hong Kong/427/1998(H1N1))	-	A/Hong Kong/427/98	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF348174	AF348174	11371620	2209	3	-	Influenza A virus (A/Hong Kong/1/1968(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF348175	AF348175	11371620	2233	3	-	Influenza A virus (A/Hong Kong/1/1968(H3N2))	-	MA20C	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF380163	AF380163	-	2184	3	-	Influenza A virus (A/goose/Guangdong/3/1997(H5N1))	-	-	-	-	China	-	goose
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF389117	AF389117	11779399	2233	3	-	Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1))	-	A/Puerto Rico/8/34/Mount Sinai	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF398427	AF398427	11739677	1407	3	-	Influenza A virus (A/Goose/Hong Kong/385.3/2000(H5N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF398428	AF398428	11739677	1407	3	-	Influenza A virus (A/Goose/Hong Kong/385.5/2000(H5N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF398862	AF398862	11865415	2198	3	-	Influenza A virus (A/Charlottesville/31/95(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF398863	AF398863	11865415	2213	3	-	Influenza A virus (A/Charlottesville/31/95(H1N1))	-	delNA-31	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF398864	AF398864	11865415	2219	3	-	Influenza A virus (A/Charlottesville/28/95(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF400789	AF400789	11559800	1185	3	-	Influenza A virus (A/swine/Hong Kong/3297/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG3/member/ncbi-nuccore-iav/AF508662	AF508662	-	2151	3	-	Influenza A virus (A/ostrich/South Africa/9508103/95(H9N2))	-	-	-	-	-	-	-
