taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB126194	AB126194	15218173	2073	4	-	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252153	AB252153	17215347	1926	4	-	Influenza C virus (C/Yamagata/3/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252154	AB252154	17215347	1926	4	-	Influenza C virus (C/Yamagata/15/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252156	AB252156	17215347	1926	4	-	Influenza C virus (C/Miyagi/12/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252157	AB252157	17215347	1926	4	-	Influenza C virus (C/Miyagi/42/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252158	AB252158	17215347	1926	4	-	Influenza C virus (C/Niigata/1/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252159	AB252159	17215347	1926	4	-	Influenza C virus (C/Fukushima/1/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252160	AB252160	17215347	1923	4	-	Influenza C virus (C/Saitama/1/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252161	AB252161	17215347	1926	4	-	Influenza C virus (C/Kanagawa/2/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252162	AB252162	17215347	1926	4	-	Influenza C virus (C/Osaka/2/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252163	AB252163	17215347	1926	4	-	Influenza C virus (C/Hiroshima/4/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252164	AB252164	17215347	1926	4	-	Influenza C virus (C/Fukuoka/2/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB252165	AB252165	17215347	1926	4	-	Influenza C virus (C/Fukuoka/3/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751364	AB751364	24647258	1021	4	-	Influenza C virus (C/Mie/186/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751365	AB751365	24647258	1021	4	-	Influenza C virus (C/Mie/277/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751594	AB751594	24647258	902	4	-	Influenza C virus (C/Mie/275/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751595	AB751595	24647258	1020	4	-	Influenza C virus (C/Mie/265/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751596	AB751596	24647258	1005	4	-	Influenza C virus (C/Mie/199/2012egg)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751597	AB751597	24647258	1010	4	-	Influenza C virus (C/Mie/193/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751598	AB751598	24647258	902	4	-	Influenza C virus (C/Mie/185/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751599	AB751599	24647258	1851	4	-	Influenza C virus (C/Mie/204/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751600	AB751600	24647258	1041	4	-	Influenza C virus (C/Mie/67/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751601	AB751601	24647258	973	4	-	Influenza C virus (C/Mie/198/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751602	AB751602	24647258	902	4	-	Influenza C virus (C/Mie/182/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB751603	AB751603	24647258	1934	4	-	Influenza C virus (C/Mie/180/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978548	AB978548	25552361	1926	4	-	Influenza C virus (C/Leyte/1/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978549	AB978549	25552361	1926	4	-	Influenza C virus (C/Leyte/2/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978550	AB978550	25552361	1926	4	-	Influenza C virus (C/Leyte/3/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978551	AB978551	25552361	1926	4	-	Influenza C virus (C/Leyte/4/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978552	AB978552	25552361	1926	4	-	Influenza C virus (C/Leyte/5/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978553	AB978553	25552361	1926	4	-	Influenza C virus (C/Sendai/TU1/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978554	AB978554	25552361	1926	4	-	Influenza C virus (C/Sendai/TU2/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978555	AB978555	25552361	1926	4	-	Influenza C virus (C/Sendai/TU3/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978556	AB978556	25552361	1926	4	-	Influenza C virus (C/Sendai/TU4/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978557	AB978557	25552361	1926	4	-	Influenza C virus (C/Sendai/TU5/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978558	AB978558	25552361	1926	4	-	Influenza C virus (C/Sendai/TU1/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978559	AB978559	25552361	1926	4	-	Influenza C virus (C/Sendai/TU2/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978560	AB978560	25552361	1926	4	-	Influenza C virus (C/Biliran/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978561	AB978561	25552361	1926	4	-	Influenza C virus (C/Biliran/2/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978562	AB978562	25552361	1926	4	-	Influenza C virus (C/Biliran/3/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978563	AB978563	25552361	1926	4	-	Influenza C virus (C/Leyte/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978564	AB978564	25552361	1926	4	-	Influenza C virus (C/Leyte/2/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978565	AB978565	25552361	1926	4	-	Influenza C virus (C/Leyte/3/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AB978566	AB978566	25552361	1926	4	-	Influenza C virus (C/Palawan/1/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AJ872181	AJ872181	15831958	2073	4	-	Influenza C virus (C/Johannesburg/1/66)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AM410041	AM410041	17686850	2073	4	-	Influenza C virus (C/Johannesburg/1/66)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/AY880247	AY880247	-	2073	4	-	Influenza C virus (C/Johannesburg/1/66)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-nuccore-icv/CY239417	CY239417	-	1971	4	-	Influenza C virus (C/Minnesota/01/2014)	-	-	-	-	-	-	-
