taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB019358	AB019358	11128072	1550	5	-	Influenza A virus (A/Nagasaki/48/95(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB019359	AB019359	11128072	1550	5	-	Influenza A virus (A/Nagasaki/76/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB019360	AB019360	11128072	1550	5	-	Influenza A virus (A/Nagasaki/93/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB019361	AB019361	11128072	1550	5	-	Influenza A virus (A/Nagasaki/97/95(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB036779	AB036779	-	1565	5	-	Influenza A virus (A/X-31(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB049161	AB049161	11238878	1497	5	-	Influenza A virus (A/parakeet/Chiba/1/97(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB049162	AB049162	11238878	1497	5	-	Influenza A virus (A/parakeet/Narita/92A/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB126624	AB126624	-	1494	5	-	Influenza A virus (A/Yokohama/22/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AB126632	AB126632	-	1494	5	-	Influenza A virus (A/Yokohama/47/2002(H1N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222614	AF222614	11000205	1365	5	-	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222615	AF222615	11000205	1365	5	-	Influenza A virus (A/Pigeon/Hong Kong/FY6/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222616	AF222616	11000205	1365	5	-	Influenza A virus (A/Chicken/Hong Kong/NT16/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222617	AF222617	11000205	1365	5	-	Influenza A virus (A/Quail/Hong Kong/SSP10/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222618	AF222618	11000205	1365	5	-	Influenza A virus (A/pheasant/Hong Kong/SSP11/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222619	AF222619	11000205	1365	5	-	Influenza A virus (A/Chicken/Hong Kong/FY20/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222620	AF222620	11000205	1365	5	-	Influenza A virus (A/Chicken/Hong Kong/KC12/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222621	AF222621	11000205	1365	5	-	Influenza A virus (A/Silky Chicken/Hong Kong/SF44/99(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222814	AF222814	11559800	1476	5	-	Influenza A virus (A/swine/Hong Kong/9/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF222815	AF222815	11559800	1476	5	-	Influenza A virus (A/swine/Hong Kong/10/98(H9N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF225534	AF225534	-	1497	5	-	Influenza A virus (A/sw/Shizuoka/110/97(H3N2))	-	A/sw/Shizuoka/110/97	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF225535	AF225535	-	1497	5	-	Influenza A virus (A/sw/Shizuoka/115/97(H3N2))	-	A/sw/Shizuoka/115/97	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF225536	AF225536	-	1497	5	-	Influenza A virus (A/sw/Shizuoka/119/97(H3N2))	-	A/sw/Shizuoka/119/97	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF225537	AF225537	-	1497	5	-	Influenza A virus (A/swine/Shizuoka/120/97(H3N2))	-	A/sw/Shizuoka/120/97	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF250470	AF250470	10864640	1497	5	-	Influenza A virus (A/Duck/Hong Kong/T25/97(H11N8))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF250471	AF250471	10864640	1497	5	-	Influenza A virus (A/Duck/Hong Kong/T37/97(H11N8))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF250472	AF250472	10864640	1497	5	-	Influenza A virus (A/Aquatic bird/Hong Kong/M603/98(H11N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF250473	AF250473	10864640	1497	5	-	Influenza A virus (A/duck/Hong Kong/P185/97(H3N8))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF250474	AF250474	10864640	1497	5	-	Influenza A virus (A/Duck/Hong Kong/P54/97(H11N9))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF250475	AF250475	10864640	1379	5	-	Influenza A virus (A/Goose/Hong Kong/W217/97(H6N9))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF250480	AF250480	10864640	1497	5	-	Influenza A virus (A/Teal/Hong Kong/W312/97(H6N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF258516	AF258516	10878047	1561	5	-	Influenza A virus (A/Hong Kong/427/1998(H1N1))	-	A/Hong Kong/427/98	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF258517	AF258517	10878047	1542	5	-	Influenza A virus (A/Hong Kong/470/1997(H1N1))	-	A/Hong Kong/470/97	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF348181	AF348181	11371620	1497	5	-	Influenza A virus (A/Hong Kong/1/1968(H3N2))	-	MA12	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF348182	AF348182	11371620	1496	5	-	Influenza A virus (A/Hong Kong/1/1968(H3N2))	-	MA20	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF348183	AF348183	11371620	1520	5	-	Influenza A virus (A/Hong Kong/1/1968(H3N2))	-	MA20C	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF370122	AF370122	-	1508	5	-	Influenza A virus (A/goose/Guangdong/3/1997(H5N1))	-	-	-	-	China	-	goose
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF389119	AF389119	11779399	1565	5	-	Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1))	-	A/Puerto Rico/8/34/Mount Sinai	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF397198	AF397198	-	1565	5	-	Influenza A virus (A/swine/Quebec/192/81(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF397199	AF397199	-	1565	5	-	Influenza A virus (A/swine/Quebec/5393/91(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF398419	AF398419	11739677	1488	5	-	Influenza A virus (A/Goose/Hong Kong/385.3/2000(H5N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF398420	AF398420	11739677	1488	5	-	Influenza A virus (A/Goose/Hong Kong/385.5/2000(H5N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF398867	AF398867	11865415	1519	5	-	Influenza A virus (A/Charlottesville/31/95(H1N1))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF400755	AF400755	11559800	1477	5	-	Influenza A virus (A/Swine/Hong Kong/2405/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF400757	AF400757	11559800	1477	5	-	Influenza A virus (A/Swine/Hong Kong/2429/98(H3N2))	-	-	-	-	-	-	-
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF455700	AF455700	11880444	1515	5	-	Influenza A virus (A/Swine/North Carolina/98225/01(H1N2))	-	-	-	-	USA	-	Sus scrofa
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF455701	AF455701	11880444	1515	5	-	Influenza A virus (A/Swine/North Carolina/93523/01 (H1N2))	-	-	-	-	USA	-	Sus scrofa
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF455702	AF455702	11880444	1515	5	-	Influenza A virus (A/Swine/Minnesota/55551/2000(H1N2))	-	-	-	-	USA	-	Sus scrofa
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF455705	AF455705	11880444	1515	5	-	Influenza A virus (A/Swine/Illinois/100085A/01 (H1N2))	-	-	-	-	USA	-	Sus scrofa
alignment/AL_IAV_SEG5/member/ncbi-nuccore-iav/AF508596	AF508596	-	1446	5	-	Influenza A virus (A/ostrich/South Africa/9508103/95(H9N2))	-	-	-	-	-	-	-
