taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB126191	AB126191	15218173	2365	1	ICV	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979704	AB979704	-	469	1	ICV	Influenza C virus (C/Leyte/1/2011)	-	-	-	Leyte	Philippines:Leyte	2011	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979705	AB979705	-	469	1	ICV	Influenza C virus (C/Leyte/2/2011)	-	-	-	Leyte	Philippines:Leyte	2011	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979706	AB979706	-	469	1	ICV	Influenza C virus (C/Leyte/3/2011)	-	-	-	Leyte	Philippines:Leyte	2011	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979707	AB979707	-	469	1	ICV	Influenza C virus (C/Sendai/TU1/2008)	-	-	-	Miyagi, Sendai	Japan:Miyagi, Sendai	2008	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979708	AB979708	-	469	1	ICV	Influenza C virus (C/Sendai/TU2/2008)	-	-	-	Miyagi, Sendai	Japan:Miyagi, Sendai	2008	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979709	AB979709	-	469	1	ICV	Influenza C virus (C/Sendai/TU3/2008)	-	-	-	Miyagi, Sendai	Japan:Miyagi, Sendai	2008	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979710	AB979710	-	469	1	ICV	Influenza C virus (C/Sendai/TU5/2008)	-	-	-	Miyagi, Sendai	Japan:Miyagi, Sendai	2008	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979711	AB979711	-	469	1	ICV	Influenza C virus (C/Sendai/TU1/2012)	-	-	-	Miyagi, Sendai	Japan:Miyagi, Sendai	2012	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979712	AB979712	-	469	1	ICV	Influenza C virus (C/Sendai/TU2/2012)	-	-	-	Miyagi, Sendai	Japan:Miyagi, Sendai	2012	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979713	AB979713	-	469	1	ICV	Influenza C virus (C/Biliran/1/2013)	-	-	-	Biliran	Philippines:Biliran	2013	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979714	AB979714	-	469	1	ICV	Influenza C virus (C/Biliran/2/2013)	-	-	-	Biliran	Philippines:Biliran	2013	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979715	AB979715	-	469	1	ICV	Influenza C virus (C/Biliran/3/2013)	-	-	-	Biliran	Philippines:Biliran	2013	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979716	AB979716	-	469	1	ICV	Influenza C virus (C/Leyte/1/2013)	-	-	-	Leyte	Philippines:Leyte	2013	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979717	AB979717	-	469	1	ICV	Influenza C virus (C/Leyte/2/2013)	-	-	-	Leyte	Philippines:Leyte	2013	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979718	AB979718	-	469	1	ICV	Influenza C virus (C/Leyte/3/2013)	-	-	-	Leyte	Philippines:Leyte	2013	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AB979719	AB979719	-	469	1	ICV	Influenza C virus (C/Palawan/1/2013)	-	-	-	Palawan	Philippines:Palawan	2013	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/AF170576	AF170576	10600605	2365	1	ICV	Influenza C virus (C/Johannesburg/1/66)	-	-	-	Johannesburg	South Africa: Johannesburg	-	-
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D30694	D30694	7996155	379	1	ICV	Influenza C virus (C/Nara/1/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D30700	D30700	7996155	379	1	ICV	Influenza C virus (C/Nara/2/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D30705	D30705	7996155	379	1	ICV	Influenza C virus (C/Nara/82)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78384	D78384	8757991	469	1	ICV	Influenza C virus (C/Aichi/1/81)	-	C/Aichi/1/81	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78387	D78387	8757991	469	1	ICV	Influenza C virus (C/England/83)	-	C/England/83	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78390	D78390	8757991	469	1	ICV	Influenza C virus (C/Kyoto/41/82)	-	C/kyouto/41/82	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78393	D78393	8757991	469	1	ICV	Influenza C virus (C/Mississippi/80)	-	C/Mississippi/80	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78396	D78396	8757991	469	1	ICV	Influenza C virus (C/Nara/1/85)	-	C/Nara/1/85	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78399	D78399	8757991	469	1	ICV	Influenza C virus (C/Nara/2/85)	-	C/Nara/2/85	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78402	D78402	8757991	469	1	ICV	Influenza C virus (C/Nara/82)	-	C/Nara/82	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78405	D78405	8757991	469	1	ICV	Influenza C virus (C/pig/Beijing/115/81)	-	C/Beijing/115/81	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78408	D78408	8757991	469	1	ICV	Influenza C virus (C/Yamagata/26/81)	-	C/Yamagata/26/81	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG1/member/ncbi-icv-nuccore/D78411	D78411	8757991	469	1	ICV	Influenza C virus (C/Yamagata/5/92)	-	C/Yamagata/5/92	-	-	-	-	Homo sapiens
