taxon	sequenceID	pubmed_id	gb_place_sampled	gb_country	gb_year	gb_host	gb_source	gb_subtype	isolate_id
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/AY504604	AY504604	15763145	-	-	-	-	-	Yamagata	B/Victoria/504/2000
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/CQ903176	CQ903176	-	-	-	-	-	-	Yamagata	-
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/CY018767	CY018767	-	-	-	1988	Homo sapiens	-	Yamagata	Influenza B virus (B/Yamagata/16/1988)
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/CY110752	CY110752	23011776	-	-	2009	Homo sapiens	-	V1	B/Wuhan/4/2009
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/CY175635	CY175635	-	-	-	2011	Homo sapiens	-	V1	B/New York/1255/2011
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/CY222167	CY222167	-	-	-	2017	Homo sapiens	-	V1	B/Mississippi/02/2017
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/JX513152	JX513152	-	-	-	2010	Homo sapiens	nasal swab	V1	B/Thailand/CUH1400/2010
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MH233786	MH233786	-	-	-	2018	Homo sapiens	-	V1	B/Maine/10/2018
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MH233898	MH233898	-	-	-	2018	Homo sapiens	-	V1	B/Pennsylvania/06/2018
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MK445722	MK445722	-	-	-	2018	Homo sapiens	NP Swab	V1	B/Virginia/7672/2018
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MK946990	MK946990	-	-	-	2019	Homo sapiens	NP Swab	V1	B/Germany/9318/2019
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MK947006	MK947006	-	-	-	2019	Homo sapiens	Nasal Wash	V1	B/South Korea/9320/2019
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MK961938	MK961938	-	-	-	2017	Homo sapiens	-	V1	B/Nicaragua/9151_03/2017
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MN538929	MN538929	-	-	-	2019	Homo sapiens	sputum	V1	B/Thailand/TM10944_62/2019
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MN588604	MN588604	-	-	-	2011	Homo sapiens	cultured isolate	V1	B/Singapore/DMS1498/2011
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MN589528	MN589528	-	-	-	2018	Homo sapiens	nasopharyngeal swab	V1	B/Singapore/DMS3545/2018
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MN589576	MN589576	-	-	-	2018	Homo sapiens	nasopharyngeal swab	V1	B/Singapore/DMS3634/2018
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MN589584	MN589584	-	-	-	2019	Homo sapiens	nasopharyngeal swab	V1	B/Singapore/DMS3651/2019
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MN822673	MN822673	-	-	-	2018	Homo sapiens	napharyngeal swab	V1	B/Gyeongbuk/923/2018
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/MT600861	MT600861	-	-	-	2019	Homo sapiens	NP Swab	V1	B/Texas/10124/2019
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/NC_002209	NC_002209	6308656	-	-	-	-	-	Yamagata	B/Lee/1940
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/OQ034466	OQ034466	36765053	-	-	2007	Homo sapiens	allantoic fluid	V	B/Pennsylvania/5/2007
