taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY005988	CY005988	16439620	1742	Delaware	USA	1988	Aves	-	B8|E1|A10|H9|A11|N6|A|A	H9N6	A/ruddy turnstone/DE/510/1988
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY006008	CY006008	16439620	1737	Delaware	USA	2000	Aves	-	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/DE/97/2000
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY014679	CY014679	16439620	1760	England	United Kingdom	1956	Anseriformes sp.	-	A3|E1|A7|H11|A8|N6|A|A	H11N6	A/duck/England/1956
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY067678	CY067678	22427902	1731	Santa Rosa	Guatemala	2008	Anas discors	cloacal swab	B9|E1|A3|H7|A11|N9|B|A	H7N9	A/blue-winged teal/Guatemala/CIP049-02/2008
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY075054	CY075054	-	1742	Guangxi	China	2007	Sus scrofa	Nasal Swab	A3|D1|A11|H9|A8|N2|A|A	H9N2	A/swine/Guangxi/10/2007
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY079171	CY079171	-	1731	Minto Flats, Interior Alaska	USA	2008	Anas acuta	-	B4|E1|A11|H3|A11|N8|B|B	H3N8	A/northern pintail/Interior Alaska/8BM3731/2008
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY096648	CY096648	22427902	1744	Santa Rosa	Guatemala	2010	Anas discors	Cloacal swab	B9|E1|A3|H8|A11|N4|B|A	H8N4	A/blue-winged teal/Guatemala/CIP049-04/2010
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY148243	CY148243	-	1724	-	-	-	-	-	-	-	A/Puerto Rico/8/1934
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/CY241063	CY241063	-	1703	Cape May Co., NJ	USA	2016	Environment	-	B10|E1|A3|H10|A5|N2|B|B	H10N2	A/environment/New Jersey/UGAI16-1117/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/DQ376624	DQ376624	17274295	1747	NULL	Taiwan	1999	Gallus gallus	-	A3|D1|A12|H6|A8|N1|A|A	H6N1	A/chicken/Taiwan/0705/99
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/EU030984	EU030984	17997603	1731	NULL	USA	2006	Leucophaeus atricilla	allantoic fluid harvested from an infected egg	B10|E1|A3|H7|A11|N3|B|A	H7N3	A/laughing gull/Delaware/42/06
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KU322313	KU322313	28791803	1738	NULL	Italy	2012	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/Parma/58/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KX978114	KX978114	-	1732	NULL	Netherlands	2009	Anas platyrhynchos	-	A5|D1|A12|H7|A8|N7|A|A	H7N7	A/mallard duck/Netherlands/2/2009
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KX978155	KX978155	-	1766	NULL	Netherlands	2010	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/10/2010
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KX978192	KX978192	-	1728	NULL	Netherlands	2007	Anas platyrhynchos	-	A3|D1|A12|H10|A8|N7|A|B	H10N7	A/mallard duck/Netherlands/1/2007
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY415628	KY415628	-	1730	NULL	China	2016	Columba livia	pigeon fecal	A5|D1|A12|H2|A8|N8|A|A	H2N8	A/Pigeon/Longquan/LQ67/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY635574	KY635574	-	1635	NULL	Bangladesh	2015	Anas sp.	-	A5|D1|A12|H7|A8|N1|A|A	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY644183	KY644183	-	1689	NULL	Chile	2016	Haematopus ater	-	B1|E1|A2|H2|A4|N2|B|A	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY990741	KY990741	-	1737	NULL	USA	2016	Anas platyrhynchos	-	B10|E1|A3|H12|A11|N5|B|A	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC029898	LC029898	-	1704	Hokkaido	Japan	2014	Anseriformes sp.	-	A3|D1|A12|H8|A8|N2|A|A	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC042003	LC042003	-	1689	Alaska	USA	1994	Anseriformes sp.	-	B8|E1|A7|H2|A11|N3|B|A	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC371842	LC371842	-	1758	Hokkaido	Japan	2001	Anseriformes sp.	-	A5|D1|A11|H2|A8|N2|A|B	H2N2	A/duck/Hokkaido/95/2001
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF146364	MF146364	-	1765	NULL	Netherlands	2008	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF147944	MF147944	-	1765	NULL	Netherlands	2012	Chroicocephalus ridibundus	-	A2|E1|A12|-|A7|N6|A|A	HXN6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF959966	MF959966	-	1765	NULL	Netherlands	2001	Anas platyrhynchos	-	A4|D1|A12|H3|A8|N6|A|A	H3N6	A/mallard duck/Netherlands/3/2001
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF978414	MF978414	-	1709	NULL	USA	2016	Felidae sp.	-	B3|E1|A8|H7|A11|N2|B|B	H7N2	A/feline/New York/WVDL-16/2016
