taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/CY005140	CY005140	16439620	2341	Delaware	USA	1988	Aves	-	B8|E1|A10|H9|A11|N6|A|A	H9N6	A/ruddy turnstone/DE/510/1988
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY005280	CY005280	16439620	2341	-	Canada	1983	Aves	-	B8|E1|A10|H11|A11|N3|B|A	H11N3	A/mallard duck/ALB/797/1983
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/CY005371	CY005371	16439620	2341	Delaware	USA	2000	Aves	-	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/DE/97/2000
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY018022	CY018022	-	2304	-	USA	1986	Anas platyrhynchos	gender:M	B3|E1|A8|H11|A11|N3|B|A	H11N3	A/mallard/Ohio/102/1986
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY021148	CY021148	-	2307	-	USA	2005	Anas platyrhynchos	gender:M; age:adult	B10|E1|A10|H11|A11|N3|B|B	H11N3	A/mallard/Missouri/MO130/2005
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY021260	CY021260	-	2295	-	USA	1993	Anas platyrhynchos	gender:M; age:immature	B5|E1|A10|H11|A11|N3|B|B	H11N3	A/mallard/Ohio/94/1993
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/CY067675	CY067675	22427902	2341	Santa Rosa	Guatemala	2008	Anas discors	cloacal swab	B9|E1|A3|H7|A11|N9|B|A	H7N9	A/blue-winged teal/Guatemala/CIP049-02/2008
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/CY075051	CY075051	-	2341	Guangxi	China	2007	Sus scrofa	Nasal Swab	A3|D1|A11|H9|A8|N2|A|A	H9N2	A/swine/Guangxi/10/2007
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY076332	CY076332	-	2316	-	USA	2006	Anas platyrhynchos	-	B9|E1|A10|H11|A11|N3|B|A	H11N3	A/mallard/Washington/44256-522/2006
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY076701	CY076701	-	2228	-	Thailand	2009	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Thailand/CU5388/2009
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY076709	CY076709	-	2267	-	Thailand	2009	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Thailand/CU5408/2009
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/CY079178	CY079178	-	2312	Minto Flats, Interior Alaska	USA	2008	Anas acuta	-	B4|E1|A11|H3|A11|N8|B|B	H3N8	A/northern pintail/Interior Alaska/8BM3731/2008
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/CY096645	CY096645	22427902	2341	Santa Rosa	Guatemala	2010	Anas discors	Cloacal swab	B9|E1|A3|H8|A11|N4|B|A	H8N4	A/blue-winged teal/Guatemala/CIP049-04/2010
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY096949	CY096949	-	2306	-	USA	2009	Anas platyrhynchos	-	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/mallard/Illinois/3051/2009
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY125004	CY125004	23043179	2341	-	China	2011	Anseriformes sp.	-	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Jiangsu/10-d4/2011
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY127047	CY127047	-	2316	-	USA	1994	Arenaria interpres	-	B4|E1|A8|H11|A11|N3|A|A	H11N3	A/ruddy turnstone/Delaware Bay/39/1994
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/CY130069	CY130069	-	2316	England	United Kingdom	1956	Anseriformes sp.	-	A3|E1|A7|H11|A8|N6|A|A	H11N6	A/duck/England/1956
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY133127	CY133127	-	2316	-	-	-	-	-	-	-	A/bufflehead/Wisconsin/10OS3214/2010
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY133711	CY133711	-	2306	-	-	-	-	-	-	-	A/American green-winged teal/Mississippi/11OS259/2011
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY133876	CY133876	-	2307	-	USA	2010	Anas platyrhynchos	-	B10|E1|A10|H11|A11|N3|B|B	H11N3	A/mallard/Missouri/10MO0550/2010
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY136823	CY136823	-	2316	-	-	-	-	-	-	-	A/ruddy turnstone/Delaware Bay/161/1994
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY144594	CY144594	-	2307	-	USA	2005	Anas discors	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/North Carolina/NC674-362/2005
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY166719	CY166719	-	2307	-	USA	2011	Anas platyrhynchos	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard/Wisconsin/11OS4362/2011
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY167142	CY167142	-	2301	-	USA	2012	Anas platyrhynchos	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard/Arkansas/12OS140/2012
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY186747	CY186747	-	2307	-	USA	2012	Anas discors	-	B9|E1|A10|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Illinois/12OS2951/2012
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY186894	CY186894	-	2316	-	USA	2012	Anas discors	-	B4|E1|A10|H11|A11|N3|B|B	H11N3	A/blue-winged teal/Ohio/12OS2241/2012
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/CY187151	CY187151	-	2301	-	-	-	-	-	-	-	A/American green-winged teal/Wisconsin/12OS4577/2012
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/CY241070	CY241070	-	2307	Cape May Co., NJ	USA	2016	Environment	-	B10|E1|A3|H10|A5|N2|B|B	H10N2	A/environment/New Jersey/UGAI16-1117/2016
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/DQ376876	DQ376876	17274295	2341	NULL	Taiwan	1999	Gallus gallus	-	A3|D1|A12|H6|A8|N1|A|A	H6N1	A/chicken/Taiwan/0705/99
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/EU030982	EU030982	17997603	2314	NULL	USA	2006	Leucophaeus atricilla	allantoic fluid harvested from an infected egg	B10|E1|A3|H7|A11|N3|B|A	H7N3	A/laughing gull/Delaware/42/06
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KJ361907	KJ361907	-	2341	-	USA	2004	Anas platyrhynchos	cloacal swab	B9|E1|A11|H11|A11|N3|B|B	H11N3	A/call duck/Maryland/S698/2004
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KJ413538	KJ413538	25056712	2261	-	USA	2013	Anas discors	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/TX/AI13-1009/2013
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/KU322185	KU322185	28791803	2316	NULL	Italy	2012	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/Parma/58/2012
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KX028799	KX028799	27142079	2280	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D2/2013
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KX028800	KX028800	27142079	2280	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D7/2013
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KX028801	KX028801	27142079	2280	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D9/2013
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KX028802	KX028802	27142079	2280	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D22/2013
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KX028803	KX028803	27142079	2280	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D25/2013
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KX028804	KX028804	27142079	2280	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D26/2013
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KX365059	KX365059	-	2341	-	Guatemala	2012	Anas discors	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H110-36/2012
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/KX977942	KX977942	-	2341	NULL	Netherlands	2009	Anas platyrhynchos	-	A5|D1|A12|H7|A8|N7|A|A	H7N7	A/mallard duck/Netherlands/2/2009
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/KX978035	KX978035	-	2341	NULL	Netherlands	2007	Anas platyrhynchos	-	A3|D1|A12|H10|A8|N7|A|B	H10N7	A/mallard duck/Netherlands/1/2007
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/KX979064	KX979064	-	2341	NULL	Netherlands	2010	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/10/2010
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/KY415892	KY415892	-	2280	NULL	China	2016	Columba livia	pigeon fecal	A5|D1|A12|H2|A8|N8|A|A	H2N8	A/Pigeon/Longquan/LQ67/2016
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KY561186	KY561186	-	2307	-	USA	2015	Anas crecca	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/American green-winged teal/Mississippi/15OS8008/2015
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KY561315	KY561315	-	2301	-	USA	2015	Anas platyrhynchos	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard duck/Ohio/15OS7510/2015
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KY575177	KY575177	-	2341	-	Mexico	2008	Anas carolinensis	cloacal swab	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/green winged teal/Mexico-Sonora/701/2008
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/KY635738	KY635738	-	2308	NULL	Bangladesh	2015	Anas sp.	-	A5|D1|A12|H7|A8|N1|A|A	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/KY644156	KY644156	-	2280	NULL	Chile	2016	Haematopus ater	-	B1|E1|A2|H2|A4|N2|B|A	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KY644287	KY644287	-	2341	-	Guatemala	2011	Anas discors	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H105-04/2011
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KY644406	KY644406	-	2334	-	Guatemala	2011	Anas clypeata	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/northern shoveler/Guatemala/CIP049H104-69/2011
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/KY644486	KY644486	-	2341	-	Guatemala	2012	Anas discors	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H110-37/2012
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/KY990773	KY990773	-	2341	NULL	USA	2016	Anas platyrhynchos	-	B10|E1|A3|H12|A11|N5|B|A	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/LC371815	LC371815	-	2328	Hokkaido	Japan	2014	Anseriformes sp.	-	A3|D1|A12|H8|A8|N2|A|A	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/LC371839	LC371839	-	2329	Hokkaido	Japan	2001	Anseriformes sp.	-	A5|D1|A11|H2|A8|N2|A|B	H2N2	A/duck/Hokkaido/95/2001
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/LC431473	LC431473	-	2322	Alaska	USA	1994	Anseriformes sp.	-	B8|E1|A7|H2|A11|N3|B|A	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MF147033	MF147033	-	2341	NULL	Netherlands	2008	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MF147783	MF147783	-	2341	-	Netherlands	2005	Anas platyrhynchos	-	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/mallard duck/Netherlands/24/2005
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MF148006	MF148006	-	2341	NULL	Netherlands	2012	Chroicocephalus ridibundus	-	A2|E1|A12|-|A7|N6|A|A	HXN6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MF959980	MF959980	-	2341	NULL	Netherlands	2001	Anas platyrhynchos	-	A4|D1|A12|H3|A8|N6|A|A	H3N6	A/mallard duck/Netherlands/3/2001
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MF978421	MF978421	-	2341	NULL	USA	2016	Felidae sp.	-	B3|E1|A8|H7|A11|N2|B|B	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MG214174	MG214174	-	2280	-	China	2017	Anseriformes sp.	-	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Fujian/SD061/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MG214175	MG214175	-	2280	-	China	2017	-	poultry slaughterhouse	A3|D1|A5|H11|A8|N3|A|B	H11N3	A/environment/Fujian/S1XA33/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MG280114	MG280114	-	2307	-	USA	2017	Anas crecca	-	B10|E1|A7|H11|A11|N3|B|A	H11N3	A/green-winged teal/Tennessee/17OS0664/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MH134767	MH134767	-	2341	NULL	Chile	2016	Anas georgica	-	B1|E1|A2|H12|A4|N5|B|B	H12N5	A/yellow-billed pintail/Chile/C14831/2016
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MH502289	MH502289	-	2301	New Jersey	USA	2013	Arenaria interpres	feces	B10|E1|A7|H10|A11|N2|B|A	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MH569260	MH569260	-	2296	Alaska	USA	2015	Anser canagicus	Environmental (feces)	B9|E1|A3|H3|A11|N7|B|A	H3N7	A/emperor goose/Alaska/UGAI15-8445/2015
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MH569292	MH569292	-	2296	-	USA	2015	Anser canagicus	Environmental (feces)	B4|E1|A7|H11|A11|N3|B|A	H11N3	A/emperor goose/Alaska/UGAI15-8460/2015
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MH579104	MH579104	-	2280	NULL	USA	2007	Arenaria interpres	-	B9|E1|A10|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/554/2007
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MH579142	MH579142	-	2280	NULL	USA	2005	Arenaria interpres	-	B9|E1|A7|H11|A11|N8|B|B	H11N8	A/ruddy turnstone/Delaware Bay/446/2005
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MH579312	MH579312	-	2280	NULL	USA	2003	Arenaria interpres	-	B5|E1|A10|H9|A11|N1|A|A	H9N1	A/ruddy turnstone/Delaware Bay/95/2003
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MH596900	MH596900	-	2316	Delaware	USA	2002	Arenaria interpres	feces;SPF ECE	B5|E1|A3|H7|A11|N3|B|A	H7N3	A/ruddy turnstone/Delaware/650622/2002
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MH597388	MH597388	-	2316	-	-	-	-	-	-	-	A/ruddy turnstone/Delaware/650612/2002
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MH598164	MH598164	-	2314	New Jersey	USA	2000	Arenaria interpres	feces;SPF ECE	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/New Jersey/AI00-1091/2000
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MK077421	MK077421	-	2316	New York	USA	2018	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/40/2018
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MK237265	MK237265	-	2307	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/mallard/Ohio/17OS3004/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MK237328	MK237328	-	2307	-	USA	2017	Anas carolinensis	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/American green-winged teal/Wisconsin/17OS4004/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MK237399	MK237399	-	2307	-	USA	2017	Anas acuta	cloacal	B10|E1|A11|H11|A11|N3|B|B	H11N3	A/northern pintail/Ohio/17OS3788/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MK237482	MK237482	-	2307	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/mallard/Wisconsin/17OS3974/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MK237643	MK237643	-	2307	-	-	-	-	-	-	-	A/northern pintail/Ohio/17OS5380/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MK237721	MK237721	-	2307	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|B	H11N3	A/mallard/Ohio/17OS5348/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MK237978	MK237978	-	2307	-	USA	2017	Anas discors	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Wisconsin/17OS3270/2017
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MN055194	MN055194	-	2341	NULL	Chile	2018	Pygoscelis antarcticus	feces	B9|A1|A2|H11|A11|N2|B|A	H11N2	A/chinstrap penguin/Antarctica/HP04/2018
alignment/AL_IAV_SEG1/member/iav-ncbi-refseqs-seg1/MN988211	MN988211	-	2280	Minnesota	USA	2018	Anas platyrhynchos	oropharyngeal/cloacal swab pool from individual bird	B10|E1|A3|H2|A11|N3|B|A	H2N3	A/mallard/Minnesota/MN18-WB1-025A/2018
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MT090216	MT090216	-	2292	-	Bangladesh	2019	Anas sp.	Cloacal	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/duck/Bangladesh/38803/2019
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MT090341	MT090341	-	2292	-	Bangladesh	2019	Anas sp.	Oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38285/2019
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MT090430	MT090430	-	2292	-	Bangladesh	2019	Anas sp.	Combined cloacal and oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38297/2019
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MT090535	MT090535	-	2292	-	Bangladesh	2019	Anas sp.	Cloacal	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/duck/Bangladesh/38827/2019
alignment/AL_IAV_SEG1/member/iav-ncbi-curated-segment-1/MT090553	MT090553	-	2292	-	Bangladesh	2019	Anas sp.	Combined cloacal and oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38305/2019
