taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/CY002069	CY002069	-	2233	Tompkins County, NY	USA	2004	Homo sapiens	gender:M; age:16y	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/392/2004
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/CY005138	CY005138	16439620	2233	Delaware	USA	1988	Aves	-	B8|E1|A10|H9|A11|N6|A|A	H9N6	A/ruddy turnstone/DE/510/1988
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY005278	CY005278	16439620	2233	-	Canada	1983	Aves	-	B8|E1|A10|H11|A11|N3|B|A	H11N3	A/mallard duck/ALB/797/1983
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/CY005369	CY005369	16439620	2233	Delaware	USA	2000	Aves	-	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/DE/97/2000
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY018020	CY018020	-	2197	-	USA	1986	Anas platyrhynchos	gender:M	B3|E1|A8|H11|A11|N3|B|A	H11N3	A/mallard/Ohio/102/1986
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY021146	CY021146	-	2193	-	USA	2005	Anas platyrhynchos	gender:M; age:adult	B10|E1|A10|H11|A11|N3|B|B	H11N3	A/mallard/Missouri/MO130/2005
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY021258	CY021258	-	2190	-	USA	1993	Anas platyrhynchos	gender:M; age:immature	B5|E1|A10|H11|A11|N3|B|B	H11N3	A/mallard/Ohio/94/1993
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/CY067677	CY067677	22427902	2233	Santa Rosa	Guatemala	2008	Anas discors	cloacal swab	B9|E1|A3|H7|A11|N9|B|A	H7N9	A/blue-winged teal/Guatemala/CIP049-02/2008
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/CY075053	CY075053	-	2233	Guangxi	China	2007	Sus scrofa	Nasal Swab	A3|D1|A11|H9|A8|N2|A|A	H9N2	A/swine/Guangxi/10/2007
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY076330	CY076330	-	2208	-	USA	2006	Anas platyrhynchos	-	B9|E1|A10|H11|A11|N3|B|A	H11N3	A/mallard/Washington/44256-522/2006
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY076703	CY076703	-	2144	-	Thailand	2009	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Thailand/CU5388/2009
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY076711	CY076711	-	2093	-	Thailand	2009	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Thailand/CU5408/2009
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/CY079176	CY079176	-	2205	Minto Flats, Interior Alaska	USA	2008	Anas acuta	-	B4|E1|A11|H3|A11|N8|B|B	H3N8	A/northern pintail/Interior Alaska/8BM3731/2008
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/CY096647	CY096647	22427902	2233	Santa Rosa	Guatemala	2010	Anas discors	Cloacal swab	B9|E1|A3|H8|A11|N4|B|A	H8N4	A/blue-winged teal/Guatemala/CIP049-04/2010
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY096947	CY096947	-	2201	-	USA	2009	Anas platyrhynchos	-	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/mallard/Illinois/3051/2009
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY125006	CY125006	23043179	2233	-	China	2011	Anseriformes sp.	-	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Jiangsu/10-d4/2011
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY127045	CY127045	-	2208	-	USA	1994	Arenaria interpres	-	B4|E1|A8|H11|A11|N3|A|A	H11N3	A/ruddy turnstone/Delaware Bay/39/1994
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/CY130067	CY130067	-	2208	England	United Kingdom	1956	Anseriformes sp.	-	A3|E1|A7|H11|A8|N6|A|A	H11N6	A/duck/England/1956
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY133125	CY133125	-	2202	-	-	-	-	-	-	-	A/bufflehead/Wisconsin/10OS3214/2010
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY133709	CY133709	-	2201	-	-	-	-	-	-	-	A/American green-winged teal/Mississippi/11OS259/2011
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY133874	CY133874	-	2208	-	USA	2010	Anas platyrhynchos	-	B10|E1|A10|H11|A11|N3|B|B	H11N3	A/mallard/Missouri/10MO0550/2010
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY136821	CY136821	-	2208	-	-	-	-	-	-	-	A/ruddy turnstone/Delaware Bay/161/1994
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY144592	CY144592	-	2187	-	USA	2005	Anas discors	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/North Carolina/NC674-362/2005
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY166717	CY166717	-	2201	-	USA	2011	Anas platyrhynchos	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard/Wisconsin/11OS4362/2011
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY167140	CY167140	-	2201	-	USA	2012	Anas platyrhynchos	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard/Arkansas/12OS140/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY186745	CY186745	-	2208	-	USA	2012	Anas discors	-	B9|E1|A10|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Illinois/12OS2951/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY186892	CY186892	-	2208	-	USA	2012	Anas discors	-	B4|E1|A10|H11|A11|N3|B|B	H11N3	A/blue-winged teal/Ohio/12OS2241/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-curated-segment-3/CY187149	CY187149	-	2208	-	-	-	-	-	-	-	A/American green-winged teal/Wisconsin/12OS4577/2012
