taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/AY504606	AY504606	15763145	1096	-	Australia	2000	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Victoria/504/2000
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/AY504622	AY504622	-	1097	-	-	-	-	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Hong Kong/330/2001 egg adapted
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/AY687395	AY687395	-	1029	-	China	-	-	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Beijing/76/98
alignment/AL_IBV_SEG8/member/ibv-ncbi-refseqs-seg8/CQ903179	CQ903179	-	1096	Hong Kong	China	1973	Homo sapiens	-	-	-	-
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY239169	CY239169	-	1032	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-002/2015
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY239185	CY239185	-	1032	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-007/2015
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY239193	CY239193	-	1032	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-008/2015
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY239209	CY239209	-	1032	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-011/2015
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY239217	CY239217	-	1051	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-015/2015
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY239225	CY239225	-	1032	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-016/2015
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY239252	CY239252	-	1055	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-023/2015
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243304	CY243304	-	1054	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7920_07/2014
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243312	CY243312	-	1057	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7488_09/2014
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243320	CY243320	-	1055	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/1660_02/2014
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243328	CY243328	-	1054	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7558_06/2014
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243336	CY243336	-	1032	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/7699_03/2014
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243344	CY243344	-	1054	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7567_05/2014
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243352	CY243352	-	1032	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/8070_02/2014
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243360	CY243360	-	1058	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6714_03/2016
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243368	CY243368	-	1035	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/8733_09/2016
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243376	CY243376	-	1035	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6104_08/2016
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243384	CY243384	-	1058	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6738_08/2016
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243392	CY243392	-	1027	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/9095_03/2016
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243400	CY243400	-	1035	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/9475_04/2016
alignment/AL_IBV_SEG8/member/ibv-ncbi-curated-segment-8/CY243408	CY243408	-	1035	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/8778_07/2016
