taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/AY504618	AY504618	-	1885	-	-	-	-	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Hong Kong/330/2001 egg adapted
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/AY687397	AY687397	-	1759	-	China	-	-	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Beijing/76/98
alignment/AL_IBV_SEG4/member/ibv-ncbi-refseqs-seg4/CQ903175	CQ903175	-	1882	Hong Kong	China	1973	Homo sapiens	-	-	-	-
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/CY239165	CY239165	-	1829	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-002/2015
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/CY239181	CY239181	-	1755	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-007/2015
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/CY239189	CY239189	-	1755	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-008/2015
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/CY239205	CY239205	-	1847	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-011/2015
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/CY239213	CY239213	-	1755	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-015/2015
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/CY239221	CY239221	-	1829	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-016/2015
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/CY239248	CY239248	-	1755	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-023/2015
alignment/AL_IBV_SEG4/member/ibv-ncbi-curated-segment-4/CY243300	CY243300	-	1847	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7920_07/2014
