taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/AY504601	AY504601	15763145	2305	-	Australia	2000	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Victoria/504/2000
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/AY504617	AY504617	-	2304	-	-	-	-	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Hong Kong/330/2001 egg adapted
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/AY687392	AY687392	-	2190	-	China	-	-	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Beijing/76/98
alignment/AL_IBV_SEG3/member/ibv-ncbi-refseqs-seg3/CQ903174	CQ903174	-	2307	Hong Kong	China	1973	Homo sapiens	-	-	-	-
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/CY239170	CY239170	-	2181	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-002/2015
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/CY239186	CY239186	-	2049	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-007/2015
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/CY239194	CY239194	-	2274	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-008/2015
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/CY239210	CY239210	-	2266	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-011/2015
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/CY239218	CY239218	-	2181	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-015/2015
alignment/AL_IBV_SEG3/member/ibv-ncbi-curated-segment-3/CY239226	CY239226	-	2138	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-016/2015
