taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/AY504604	AY504604	15763145	1557	-	Australia	2000	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Victoria/504/2000
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/AY504620	AY504620	-	1556	-	-	-	-	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Hong Kong/330/2001 egg adapted
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/AY687396	AY687396	-	1409	-	China	-	-	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Beijing/76/98
alignment/AL_IBV_SEG6/member/ibv-ncbi-refseqs-seg6/CQ903176	CQ903176	-	1557	Hong Kong	China	1973	Homo sapiens	-	-	-	-
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/CY239167	CY239167	-	1523	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-002/2015
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/CY239183	CY239183	-	1516	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-007/2015
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/CY239191	CY239191	-	1500	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-008/2015
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/CY239207	CY239207	-	1492	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-011/2015
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/CY239215	CY239215	-	1516	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-015/2015
alignment/AL_IBV_SEG6/member/ibv-ncbi-curated-segment-6/CY239223	CY239223	-	1516	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-016/2015
