taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/AY504605	AY504605	15763145	1190	-	Australia	2000	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Victoria/504/2000
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/AY504621	AY504621	-	1190	-	-	-	-	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Hong Kong/330/2001 egg adapted
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/AY687399	AY687399	-	1142	-	China	-	-	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Beijing/76/98
alignment/AL_IBV_SEG7/member/ibv-ncbi-refseqs-seg7/CQ903178	CQ903178	-	1191	Hong Kong	China	1973	Homo sapiens	-	-	-	-
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY239166	CY239166	-	1151	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-002/2015
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY239182	CY239182	-	1076	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-007/2015
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY239190	CY239190	-	1076	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-008/2015
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY239206	CY239206	-	1151	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-011/2015
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY239214	CY239214	-	1151	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-015/2015
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY239222	CY239222	-	1098	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-016/2015
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY239249	CY239249	-	1076	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-023/2015
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243301	CY243301	-	1151	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7920_07/2014
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243309	CY243309	-	1151	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7488_09/2014
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243317	CY243317	-	1151	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/1660_02/2014
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243325	CY243325	-	1151	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7558_06/2014
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243333	CY243333	-	1151	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/7699_03/2014
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243341	CY243341	-	1151	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7567_05/2014
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243349	CY243349	-	1151	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/8070_02/2014
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243357	CY243357	-	1151	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6714_03/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243365	CY243365	-	1154	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/8733_09/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243373	CY243373	-	1098	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6104_08/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243381	CY243381	-	1154	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6738_08/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243389	CY243389	-	1154	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/9095_03/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243397	CY243397	-	1154	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/9475_04/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243405	CY243405	-	1154	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/8778_07/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY243413	CY243413	-	1149	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/5906_02/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY262862	CY262862	-	1139	-	USA	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/New York/B-WC-LVD-16-002/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY262870	CY262870	-	901	-	USA	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/New York/B-WC-LVD-16-012/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY262886	CY262886	-	1076	-	USA	2016	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/B-WC-LVD-16-019/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY262894	CY262894	-	1139	-	USA	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/New York/B-WC-LVD-16-021/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY262902	CY262902	-	1136	-	USA	2016	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/B-WC-LVD-16-001/2016
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY262910	CY262910	-	1149	-	USA	2017	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/New York/B-WC-LVD-17-002/2017
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY262918	CY262918	-	1076	-	USA	2017	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/B-WC-LVD-17-004/2017
alignment/AL_IBV_SEG7/member/ibv-ncbi-curated-segment-7/CY262926	CY262926	-	1151	-	USA	2017	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/B-WC-LVD-17-005/2017
