taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/AY504599	AY504599	15763145	2396	-	Australia	2000	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Victoria/504/2000
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/AY504615	AY504615	15763145	2396	-	-	-	-	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Hong Kong/330/2001 egg adapted
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/AY687394	AY687394	-	2319	-	China	-	-	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Beijing/76/98
alignment/AL_IBV_SEG1/member/ibv-ncbi-refseqs-seg1/CQ903173	CQ903173	-	2368	Hong Kong	China	1973	Homo sapiens	-	-	-	-
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY239172	CY239172	-	2313	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-002/2015
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY239188	CY239188	-	2313	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-007/2015
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY239196	CY239196	-	2313	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-008/2015
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY239212	CY239212	-	2351	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-011/2015
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY239220	CY239220	-	2313	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-015/2015
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY239228	CY239228	-	2313	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-016/2015
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY239255	CY239255	-	2313	-	USA	2015	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/New York/WC-LVD-15-023/2015
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243307	CY243307	-	2352	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7920_07/2014
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243315	CY243315	-	2352	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7488_09/2014
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243323	CY243323	-	2313	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/1660_02/2014
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243331	CY243331	-	2352	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7558_06/2014
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243339	CY243339	-	2353	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/7699_03/2014
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243347	CY243347	-	2346	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/7567_05/2014
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243355	CY243355	-	2352	-	Nicaragua	2014	Homo sapiens	-	nk|nk|nk|Yamagata|nk|nk|nk|nk	Yamagata-	B/Nicaragua/8070_02/2014
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243363	CY243363	-	2360	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6714_03/2016
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243371	CY243371	-	2352	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/8733_09/2016
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243379	CY243379	-	2360	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6104_08/2016
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243387	CY243387	-	2352	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/6738_08/2016
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243395	CY243395	-	2352	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/9095_03/2016
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243403	CY243403	-	2313	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/9475_04/2016
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243411	CY243411	-	2351	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/8778_07/2016
alignment/AL_IBV_SEG1/member/ibv-ncbi-curated-segment-1/CY243419	CY243419	-	2346	-	Nicaragua	2016	Homo sapiens	-	nk|nk|nk|Victoria|nk|nk|nk|nk	Victoria-	B/Nicaragua/5906_02/2016
