taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KF425658	KF425658	24595369	868	-	USA	2013	Bos taurus	-	-	-	D/bovine/Minnesota/628/2013
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KF425665	KF425665	24595369	868	-	USA	2013	Bos taurus	-	-	-	D/bovine/Oklahoma/660/2013
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KF425672	KF425672	24595369	732	-	USA	2013	Bos taurus	-	-	-	D/bovine/Minnesota/729/2013
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM015497	KM015497	25142163	868	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y125/2014
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM015504	KM015504	25142163	868	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y127/2014
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM015511	KM015511	25142163	868	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y217/2014
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM392474	KM392474	-	868	-	USA	2012	Bos taurus	-	-	-	D/bovine/Nebraska/9-5/2012
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM392481	KM392481	-	868	-	USA	2010	Bos taurus	-	-	-	D/bovine/Kansas/1-35/2010
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM392488	KM392488	-	868	-	USA	2011	Bos taurus	-	-	-	D/bovine/Texas/3-13/2011
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM392495	KM392495	-	868	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/13-21/2012
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM392502	KM392502	-	868	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/14-22/2012
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KM392509	KM392509	-	868	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/11-8/2012
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KT581415	KT581415	26386554	868	-	USA	2014	Bos taurus; 6 to 8 months	nasal swab	-	-	D/bovine/Mississippi/C00046N/2014
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KT592520	KT592520	26812282	868	-	Italy	2014	Bos taurus	-	-	-	D/bovine/Italy/1/2014
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KT592529	KT592529	26812282	865	-	Italy	2015	Bos taurus	-	-	-	D/bovine/Italy/46484/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KT592536	KT592536	26812282	868	-	Italy	2015	Sus scrofa	-	-	-	D/swine/Italy/199724-3/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KU710422	KU710422	27154756	868	-	Mexico	2015	Bos taurus	-	-	-	D/bovine/Mexico/S7/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KU710423	KU710423	27154756	868	-	Mexico	2015	Bos taurus	-	-	-	D/bovine/Mexico/S8/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KU710424	KU710424	27154756	868	-	Mexico	2015	Bos taurus	-	-	-	D/bovine/Mexico/S56/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KU710425	KU710425	27154756	868	-	Mexico	2015	Bos taurus	-	-	-	D/bovine/Mexico/S62/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KX768823	KX768823	28916759	874	-	Italy	2015	Sus scrofa	-	-	-	D/swine/Italy/268344-2/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KX768830	KX768830	28916759	868	-	Italy	2016	Sus scrofa	-	-	-	D/swine/Italy/173287-4/2016
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KX768837	KX768837	28916759	868	-	Italy	2015	Sus scrofa	-	-	-	D/swine/Italy/254578/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/KX768844	KX768844	28916759	868	-	Italy	2015	Sus scrofa	-	-	-	D/swine/Italy/354017/2015
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/LC128436	LC128436	27434213	868	-	Japan	2016	Bos taurus	-	-	-	D/bovine/Ibaraki/7768/2016
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/LC270271	LC270271	29143492	868	-	Japan	2016	Bos taurus	-	-	-	D/bovine/Miyazaki/B22/2016
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/LC318671	LC318671	29321324	868	-	Japan	2016	Bos taurus	-	-	-	D/bovine/Yamagata/10710/2016
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/MG720236	MG720236	-	821	-	France	2014	Bos taurus	lung fragment	-	-	D/bovine/France/5920/2014
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/MK054179	MK054179	-	732	-	USA	2017	Sus scrofa	nasal swab	-	-	D/swine/Kentucky/17TOSU1262/2017
alignment/AL_IDV_SEG7/member/idv-ncbi-curated-segment-7/MK101124	MK101124	-	822	-	United Kingdom	2017	Bos taurus	-	-	-	D/bovine/Northern Ireland/24280/2017
