taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/JQ922311	JQ922311	23408893	868	7	IDV	Influenza D virus (D/swine/Oklahoma/1334/2011)	-	-	-	-	USA	2011	Sus scrofa
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KF425658	KF425658	24595369	868	7	IDV	Influenza D virus (D/bovine/Minnesota/628/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KF425665	KF425665	24595369	868	7	IDV	Influenza D virus (D/bovine/Oklahoma/660/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KF425672	KF425672	24595369	732	7	IDV	Influenza D virus (D/bovine/Minnesota/729/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM015497	KM015497	25142163	868	7	IDV	Influenza D virus (D/bovine/Shandong/Y125/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM015504	KM015504	25142163	868	7	IDV	Influenza D virus (D/bovine/Shandong/Y127/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM015511	KM015511	25142163	868	7	IDV	Influenza D virus (D/bovine/Shandong/Y217/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM392474	KM392474	-	868	7	IDV	Influenza D virus (D/bovine/Nebraska/9-5/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM392481	KM392481	-	868	7	IDV	Influenza D virus (D/bovine/Kansas/1-35/2010)	-	-	-	-	USA	2010	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM392488	KM392488	-	868	7	IDV	Influenza D virus (D/bovine/Texas/3-13/2011)	-	-	-	-	USA	2011	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM392495	KM392495	-	868	7	IDV	Influenza D virus (D/bovine/Kansas/13-21/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM392502	KM392502	-	868	7	IDV	Influenza D virus (D/bovine/Kansas/14-22/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KM392509	KM392509	-	868	7	IDV	Influenza D virus (D/bovine/Kansas/11-8/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KT581415	KT581415	26386554	868	7	IDV	Influenza D virus (D/bovine/Mississippi/C00046N/2014)	-	-	-	Mississippi	USA: Mississippi	2014	Bos taurus; 6 to 8 months
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KT592520	KT592520	26812282	868	7	IDV	Influenza D virus (D/bovine/Italy/1/2014)	-	-	-	-	Italy	2014	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KT592529	KT592529	26812282	865	7	IDV	Influenza D virus (D/bovine/Italy/46484/2015)	-	-	-	-	Italy	2015	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KT592536	KT592536	26812282	868	7	IDV	Influenza D virus (D/swine/Italy/199724-3/2015)	-	-	-	-	Italy	2015	Sus scrofa
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KU710422	KU710422	27154756	868	7	IDV	Influenza D virus (D/bovine/Mexico/S7/2015)	-	-	-	-	Mexico	2015	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KU710423	KU710423	27154756	868	7	IDV	Influenza D virus (D/bovine/Mexico/S8/2015)	-	-	-	-	Mexico	2015	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KU710424	KU710424	27154756	868	7	IDV	Influenza D virus (D/bovine/Mexico/S56/2015)	-	-	-	-	Mexico	2015	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KU710425	KU710425	27154756	868	7	IDV	Influenza D virus (D/bovine/Mexico/S62/2015)	-	-	-	-	Mexico	2015	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KX768823	KX768823	28916759	874	7	IDV	Influenza D virus (D/swine/Italy/268344-2/2015)	-	-	-	-	Italy	2015	Sus scrofa
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KX768830	KX768830	28916759	868	7	IDV	Influenza D virus (D/swine/Italy/173287-4/2016)	-	-	-	-	Italy	2016	Sus scrofa
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KX768837	KX768837	28916759	868	7	IDV	Influenza D virus (D/swine/Italy/254578/2015)	-	-	-	-	Italy	2015	Sus scrofa
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/KX768844	KX768844	28916759	868	7	IDV	Influenza D virus (D/swine/Italy/354017/2015)	-	-	-	-	Italy	2015	Sus scrofa
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/LC128436	LC128436	27434213	868	7	IDV	Influenza D virus (D/bovine/Ibaraki/7768/2016)	-	-	-	-	Japan	2016	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/LC270271	LC270271	29143492	868	7	IDV	Influenza D virus (D/bovine/Miyazaki/B22/2016)	-	-	-	Miyazaki	Japan:Miyazaki	2016	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/LC318671	LC318671	29321324	868	7	IDV	Influenza D virus (D/bovine/Yamagata/10710/2016)	-	-	-	Yamagata	Japan: Yamagata	2016	Bos taurus
alignment/AL_IDV_SEG7/member/ncbi-idv-nuccore/MG720236	MG720236	-	821	7	IDV	Influenza D virus (D/bovine/France/5920/2014)	-	5920	-	-	France	2014	Bos taurus
