taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/JQ922309	JQ922309	23408893	1775	5	IDV	Influenza D virus (D/swine/Oklahoma/1334/2011)	-	-	-	-	USA	2011	Sus scrofa
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KF425656	KF425656	24595369	1775	5	IDV	Influenza D virus (D/bovine/Minnesota/628/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KF425663	KF425663	24595369	1775	5	IDV	Influenza D virus (D/bovine/Oklahoma/660/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KF425670	KF425670	24595369	1659	5	IDV	Influenza D virus (D/bovine/Minnesota/729/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM015495	KM015495	25142163	1775	5	IDV	Influenza D virus (D/bovine/Shandong/Y125/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM015502	KM015502	25142163	1775	5	IDV	Influenza D virus (D/bovine/Shandong/Y127/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM015509	KM015509	25142163	1775	5	IDV	Influenza D virus (D/bovine/Shandong/Y217/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM392472	KM392472	-	1775	5	IDV	Influenza D virus (D/bovine/Nebraska/9-5/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM392479	KM392479	-	1775	5	IDV	Influenza D virus (D/bovine/Kansas/1-35/2010)	-	-	-	-	USA	2010	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM392486	KM392486	-	1775	5	IDV	Influenza D virus (D/bovine/Texas/3-13/2011)	-	-	-	-	USA	2011	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM392493	KM392493	-	1775	5	IDV	Influenza D virus (D/bovine/Kansas/13-21/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM392500	KM392500	-	1775	5	IDV	Influenza D virus (D/bovine/Kansas/14-22/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KM392507	KM392507	-	1775	5	IDV	Influenza D virus (D/bovine/Kansas/11-8/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KT581413	KT581413	26386554	1775	5	IDV	Influenza D virus (D/bovine/Mississippi/C00046N/2014)	-	-	-	Mississippi	USA: Mississippi	2014	Bos taurus; 6 to 8 months
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KT592518	KT592518	26812282	1775	5	IDV	Influenza D virus (D/bovine/Italy/1/2014)	-	-	-	-	Italy	2014	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KT592527	KT592527	26812282	1778	5	IDV	Influenza D virus (D/bovine/Italy/46484/2015)	-	-	-	-	Italy	2015	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KT592534	KT592534	26812282	1775	5	IDV	Influenza D virus (D/swine/Italy/199724-3/2015)	-	-	-	-	Italy	2015	Sus scrofa
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KU710418	KU710418	27154756	1775	5	IDV	Influenza D virus (D/bovine/Mexico/S7/2015)	-	-	-	-	Mexico	2015	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KU710419	KU710419	27154756	1774	5	IDV	Influenza D virus (D/bovine/Mexico/S8/2015)	-	-	-	-	Mexico	2015	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KU710420	KU710420	27154756	1774	5	IDV	Influenza D virus (D/bovine/Mexico/S56/2015)	-	-	-	-	Mexico	2015	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KU710421	KU710421	27154756	1775	5	IDV	Influenza D virus (D/bovine/Mexico/S62/2015)	-	-	-	-	Mexico	2015	Bos taurus
alignment/AL_IDV_SEG5/member/ncbi-idv-nuccore/KX768821	KX768821	28916759	1729	5	IDV	Influenza D virus (D/swine/Italy/268344-2/2015)	-	-	-	-	Italy	2015	Sus scrofa
