taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KF425652	KF425652	24595369	2364	-	USA	2013	Bos taurus	-	-	-	D/bovine/Minnesota/628/2013
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KF425659	KF425659	24595369	2364	-	USA	2013	Bos taurus	-	-	-	D/bovine/Oklahoma/660/2013
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KF425666	KF425666	24595369	2319	-	USA	2013	Bos taurus	-	-	-	D/bovine/Minnesota/729/2013
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM015491	KM015491	25142163	2364	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y125/2014
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM015498	KM015498	25142163	2364	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y127/2014
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM015505	KM015505	25142163	2364	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y217/2014
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM392468	KM392468	-	2364	-	USA	2012	Bos taurus	-	-	-	D/bovine/Nebraska/9-5/2012
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM392475	KM392475	-	2364	-	USA	2010	Bos taurus	-	-	-	D/bovine/Kansas/1-35/2010
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM392482	KM392482	-	2364	-	USA	2011	Bos taurus	-	-	-	D/bovine/Texas/3-13/2011
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM392489	KM392489	-	2364	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/13-21/2012
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM392496	KM392496	-	2364	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/14-22/2012
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KM392503	KM392503	-	2364	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/11-8/2012
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KT581409	KT581409	26386554	2364	-	USA	2014	Bos taurus; 6 to 8 months	nasal swab	-	-	D/bovine/Mississippi/C00046N/2014
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KT592516	KT592516	26812282	2364	-	Italy	2014	Bos taurus	-	-	-	D/bovine/Italy/1/2014
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KT592523	KT592523	26812282	2351	-	Italy	2015	Bos taurus	-	-	-	D/bovine/Italy/46484/2015
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KT592530	KT592530	26812282	2364	-	Italy	2015	Sus scrofa	-	-	-	D/swine/Italy/199724-3/2015
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KU710438	KU710438	27154756	2363	-	Mexico	2015	Bos taurus	-	-	-	D/bovine/Mexico/S7/2015
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KU710439	KU710439	27154756	2364	-	Mexico	2015	Bos taurus	-	-	-	D/bovine/Mexico/S8/2015
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KU710440	KU710440	27154756	2364	-	Mexico	2015	Bos taurus	-	-	-	D/bovine/Mexico/S56/2015
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KU710441	KU710441	27154756	2364	-	Mexico	2015	Bos taurus	-	-	-	D/bovine/Mexico/S62/2015
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KX768817	KX768817	28916759	2364	-	Italy	2015	Sus scrofa	-	-	-	D/swine/Italy/268344-2/2015
alignment/AL_IDV_SEG1/member/idv-ncbi-curated-segment-1/KX768824	KX768824	28916759	2364	-	Italy	2016	Sus scrofa	-	-	-	D/swine/Italy/173287-4/2016
