taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KF425654	KF425654	24595369	2195	-	USA	2013	Bos taurus	-	-	-	D/bovine/Minnesota/628/2013
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KF425661	KF425661	24595369	2195	-	USA	2013	Bos taurus	-	-	-	D/bovine/Oklahoma/660/2013
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KF425668	KF425668	24595369	2133	-	USA	2013	Bos taurus	-	-	-	D/bovine/Minnesota/729/2013
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM015493	KM015493	25142163	2195	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y125/2014
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM015500	KM015500	25142163	2195	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y127/2014
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM015507	KM015507	25142163	2195	-	China	2014	Bos taurus	-	-	-	D/bovine/Shandong/Y217/2014
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM392470	KM392470	-	2195	-	USA	2012	Bos taurus	-	-	-	D/bovine/Nebraska/9-5/2012
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM392477	KM392477	-	2195	-	USA	2010	Bos taurus	-	-	-	D/bovine/Kansas/1-35/2010
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM392484	KM392484	-	2195	-	USA	2011	Bos taurus	-	-	-	D/bovine/Texas/3-13/2011
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM392491	KM392491	-	2195	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/13-21/2012
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM392498	KM392498	-	2195	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/14-22/2012
alignment/AL_IDV_SEG3/member/idv-ncbi-curated-segment-3/KM392505	KM392505	-	2195	-	USA	2012	Bos taurus	-	-	-	D/bovine/Kansas/11-8/2012
