taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/JQ922306	JQ922306	23408893	2330	2	IDV	Influenza D virus (D/swine/Oklahoma/1334/2011)	-	-	-	-	USA	2011	Sus scrofa
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KF425653	KF425653	24595369	2330	2	IDV	Influenza D virus (D/bovine/Minnesota/628/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KF425660	KF425660	24595369	2330	2	IDV	Influenza D virus (D/bovine/Oklahoma/660/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KF425667	KF425667	24595369	2262	2	IDV	Influenza D virus (D/bovine/Minnesota/729/2013)	-	-	-	-	USA	2013	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KM015492	KM015492	25142163	2330	2	IDV	Influenza D virus (D/bovine/Shandong/Y125/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KM015499	KM015499	25142163	2330	2	IDV	Influenza D virus (D/bovine/Shandong/Y127/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KM015506	KM015506	25142163	2330	2	IDV	Influenza D virus (D/bovine/Shandong/Y217/2014)	-	-	-	-	China	2014	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KM392469	KM392469	-	2330	2	IDV	Influenza D virus (D/bovine/Nebraska/9-5/2012)	-	-	-	-	USA	2012	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KM392476	KM392476	-	2330	2	IDV	Influenza D virus (D/bovine/Kansas/1-35/2010)	-	-	-	-	USA	2010	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KM392483	KM392483	-	2330	2	IDV	Influenza D virus (D/bovine/Texas/3-13/2011)	-	-	-	-	USA	2011	Bos taurus
alignment/AL_IDV_SEG2/member/ncbi-idv-nuccore/KM392490	KM392490	-	2330	2	IDV	Influenza D virus (D/bovine/Kansas/13-21/2012)	-	-	-	-	USA	2012	Bos taurus
