taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB126193	AB126193	15218173	2183	3	ICV	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981322	AB981322	-	372	3	ICV	Influenza C virus (C/Leyte/1/2011)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981323	AB981323	-	372	3	ICV	Influenza C virus (C/Leyte/2/2011)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981324	AB981324	-	372	3	ICV	Influenza C virus (C/Leyte/3/2011)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981325	AB981325	-	372	3	ICV	Influenza C virus (C/Sendai/TU1/2008)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981326	AB981326	-	372	3	ICV	Influenza C virus (C/Sendai/TU2/2008)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981327	AB981327	-	372	3	ICV	Influenza C virus (C/Sendai/TU3/2008)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981328	AB981328	-	372	3	ICV	Influenza C virus (C/Sendai/TU5/2008)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981329	AB981329	-	372	3	ICV	Influenza C virus (C/Sendai/TU1/2012)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981330	AB981330	-	372	3	ICV	Influenza C virus (C/Sendai/TU2/2012)	-	-	-	Miyagi, Sendai	Japan: Miyagi, Sendai	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981331	AB981331	-	372	3	ICV	Influenza C virus (C/Leyte/1/2013)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981332	AB981332	-	372	3	ICV	Influenza C virus (C/Leyte/2/2013)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981333	AB981333	-	372	3	ICV	Influenza C virus (C/Leyte/3/2013)	-	-	-	Leyte	Philippines: Leyte	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981334	AB981334	-	372	3	ICV	Influenza C virus (C/Biliran/1/2013)	-	-	-	Biliran	Philippines: Biliran	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981335	AB981335	-	372	3	ICV	Influenza C virus (C/Biliran/2/2013)	-	-	-	Biliran	Philippines: Biliran	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981336	AB981336	-	372	3	ICV	Influenza C virus (C/Biliran/3/2013)	-	-	-	Biliran	Philippines: Biliran	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AB981337	AB981337	-	372	3	ICV	Influenza C virus (C/Palawan/1/2013)	-	-	-	Palawan	Philippines: Palawan	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/AF170574	AF170574	10600605	2183	3	ICV	Influenza C virus (C/Johannesburg/1/66)	-	-	-	Johannesburg	South Africa: Johannesburg	-	-
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D30695	D30695	7996155	259	3	ICV	Influenza C virus (C/Nara/2/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D30699	D30699	7996155	259	3	ICV	Influenza C virus (C/Nara/82)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D30706	D30706	7996155	259	3	ICV	Influenza C virus (C/Nara/1/85)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D78383	D78383	8757991	372	3	ICV	Influenza C virus (C/Aichi/1/81)	-	C/Aichi/1/81	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D78386	D78386	8757991	372	3	ICV	Influenza C virus (C/England/83)	-	C/England/83	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D78389	D78389	8757991	372	3	ICV	Influenza C virus (C/Kyoto/41/82)	-	C/kyoto/41/82	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D78392	D78392	8757991	372	3	ICV	Influenza C virus (C/Mississippi/80)	-	C/Mississippi/80	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D78395	D78395	8757991	372	3	ICV	Influenza C virus (C/Nara/1/85)	-	C/Nara/1/85	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D78398	D78398	8757991	372	3	ICV	Influenza C virus (C/Nara/2/85)	-	C/Nara/2/85	-	-	-	-	Homo sapiens
alignment/AL_ICV_SEG3/member/ncbi-icv-nuccore/D78401	D78401	8757991	372	3	ICV	Influenza C virus (C/Nara/82)	-	C/Nara/82	-	-	-	-	Homo sapiens
