taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/AB126195	AB126195	15218173	1807	-	-	-	-	-	-	-	C/Ann Arbor/1/50
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/AB684312	AB684312	22398038	1754	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/4/2002
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/AB684314	AB684314	22398038	1754	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/3/2005
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/AB684315	AB684315	22398038	1754	-	Japan	2007	Homo sapiens	-	-	-	C/Yamagata/1/2007
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/D78440	D78440	8757991	600	-	-	1985	Homo sapiens	-	-	-	-
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/JX947862	JX947862	23523822	1706	-	India	2011	Homo sapiens	-	-	-	C/Eastern India/1202/2011
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/JX963110	JX963110	-	1682	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-050530/2006
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/JX963111	JX963111	-	1669	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070170/2006
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/JX963112	JX963112	-	1662	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070193/2006
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/JX963113	JX963113	-	1682	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070203/2006
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/KM504281	KM504281	-	1807	-	Australia	2012	Homo sapiens	-	-	-	C/Victoria/2/2012
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/KM507549	KM507549	-	1677	-	India	2012	Homo sapiens	TS/NS	-	-	C/India/P121719/2012
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/KM507556	KM507556	-	1700	-	India	2013	Homo sapiens	TS/NS	-	-	C/India/P135047/2013
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/KT232086	KT232086	-	1721	-	India	2011	Homo sapiens	TS/NS	-	-	C/India/P119564/2011
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/KT835356	KT835356	26655269	1635	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7383/2007
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/KT835357	KT835357	26655269	799	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7482/2007
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/KT835358	KT835358	26655269	1624	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7274/2007
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/KT835360	KT835360	26655269	1633	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/6855/2007
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123723	LC123723	27384661	1745	-	USA	1954	Homo sapiens	-	-	-	C/Great Lakes/1167/1954
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123731	LC123731	27384661	1756	-	USA	1978	Homo sapiens	-	-	-	C/California/78
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123735	LC123735	27384661	1754	-	USA	1980	Homo sapiens	-	-	-	C/Mississippi/80
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123760	LC123760	27384661	1754	-	Japan	2002	Homo sapiens	-	-	-	C/Yamagata/5/2002
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123762	LC123762	27384661	1754	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/11/2002
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123763	LC123763	27384661	1754	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/20/2002
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123764	LC123764	27384661	1754	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/28/2002
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123765	LC123765	27384661	1754	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/31/2002
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123766	LC123766	27384661	1754	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/3/2004
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123768	LC123768	27384661	1754	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/18/2004
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123769	LC123769	27384661	1754	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/26/2004
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123771	LC123771	27384661	1754	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/12/2004
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123772	LC123772	27384661	1754	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/25/2004
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123773	LC123773	27384661	1754	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/42/2004
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123774	LC123774	27384661	1754	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/47/2004
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123775	LC123775	27384661	1754	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/1/2005
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123776	LC123776	27384661	1754	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/2/2005
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123777	LC123777	27384661	1754	-	Japan	2005	Homo sapiens	-	-	-	C/Miyagi/2/2005
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123778	LC123778	27384661	1754	-	Japan	2005	Homo sapiens	-	-	-	C/Miyagi/4/2005
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123779	LC123779	27384661	1754	-	Japan	2005	Homo sapiens	-	-	-	C/Fukuoka/1/2005
alignment/AL_ICV_SEG5/member/icv-ncbi-curated-segment-5/LC123780	LC123780	27384661	1754	-	Japan	2006	Homo sapiens	-	-	-	C/Fukuoka/2/2006
