taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/AB126192	AB126192	15218173	2363	-	-	-	-	-	-	-	C/Ann Arbor/1/50
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/D30698	D30698	7996155	342	-	-	1985	Homo sapiens	-	-	-	C/Nara/2/85
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/JX947864	JX947864	23523822	2264	-	India	2011	Homo sapiens	-	-	-	C/Eastern India/1202/2011
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/JX963122	JX963122	-	2211	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-050530/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/JX963123	JX963123	-	2189	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070170/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/JX963124	JX963124	-	2163	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070193/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/JX963125	JX963125	-	2209	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070203/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/KM504278	KM504278	-	2363	-	Australia	2012	Homo sapiens	-	-	-	C/Victoria/2/2012
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/KM507546	KM507546	-	2265	-	India	2012	Homo sapiens	TS/NS	-	-	C/India/P121719/2012
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/KM507553	KM507553	-	2265	-	India	2013	Homo sapiens	TS/NS	-	-	C/India/P135047/2013
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/KT232083	KT232083	-	2264	-	India	2011	Homo sapiens	TS/NS	-	-	C/India/P119564/2011
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/KT835336	KT835336	26655269	2194	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7482/2007
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/KT835337	KT835337	26655269	2194	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7383/2007
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/KT835338	KT835338	26655269	2194	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/6855/2007
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/KT835339	KT835339	26655269	2194	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7274/2007
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123386	LC123386	27384661	2322	-	USA	1954	Homo sapiens	-	-	-	C/Great Lakes/1167/1954
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123396	LC123396	27384661	2322	-	USA	1978	Homo sapiens	-	-	-	C/California/78
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123401	LC123401	27384661	2322	-	USA	1980	Homo sapiens	-	-	-	C/Mississippi/80
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123427	LC123427	27384661	2322	-	Japan	2002	Homo sapiens	-	-	-	C/Yamagata/5/2002
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123429	LC123429	27384661	2322	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/4/2002
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123430	LC123430	27384661	2322	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/11/2002
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123431	LC123431	27384661	2322	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/20/2002
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123432	LC123432	27384661	2322	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/28/2002
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123433	LC123433	27384661	2322	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/31/2002
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123434	LC123434	27384661	2322	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/3/2004
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123437	LC123437	27384661	2322	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/18/2004
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123438	LC123438	27384661	2322	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/26/2004
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123440	LC123440	27384661	2322	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/12/2004
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123441	LC123441	27384661	2322	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/25/2004
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123442	LC123442	27384661	2322	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/42/2004
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123443	LC123443	27384661	2322	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/47/2004
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123444	LC123444	27384661	2322	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/1/2005
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123445	LC123445	27384661	2322	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/2/2005
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123446	LC123446	27384661	2322	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/3/2005
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123447	LC123447	27384661	2322	-	Japan	2005	Homo sapiens	-	-	-	C/Miyagi/2/2005
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123448	LC123448	27384661	2322	-	Japan	2005	Homo sapiens	-	-	-	C/Miyagi/4/2005
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123449	LC123449	27384661	2322	-	Japan	2005	Homo sapiens	-	-	-	C/Fukuoka/1/2005
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123450	LC123450	27384661	2322	-	Japan	2006	Homo sapiens	-	-	-	C/Fukuoka/2/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123451	LC123451	27384661	2322	-	Japan	2006	Homo sapiens	-	-	-	C/Yamagata/1/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123452	LC123452	27384661	2322	-	Japan	2006	Homo sapiens	-	-	-	C/Yamagata/9/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123453	LC123453	27384661	2322	-	Japan	2006	Homo sapiens	-	-	-	C/Yamagata/13/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123455	LC123455	27384661	2322	-	Japan	2006	Homo sapiens	-	-	-	C/Yamagata/20/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123456	LC123456	27384661	2322	-	Japan	2006	Homo sapiens	-	-	-	C/Miyagi/4/2006
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123457	LC123457	27384661	2322	-	Japan	2007	Homo sapiens	-	-	-	C/Yamagata/1/2007
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123458	LC123458	27384661	2322	-	Japan	2008	Homo sapiens	-	-	-	C/Yamagata/3/2008
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123459	LC123459	27384661	2322	-	Japan	2008	Homo sapiens	-	-	-	C/Yamagata/11/2008
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123460	LC123460	27384661	2322	-	Japan	2008	Homo sapiens	-	-	-	C/Yamagata/16/2008
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123462	LC123462	27384661	2322	-	Japan	2008	Homo sapiens	-	-	-	C/Miyagi/2/2008
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123464	LC123464	27384661	2322	-	Japan	2010	Homo sapiens	-	-	-	C/Miyagi/3/2010
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123465	LC123465	27384661	2322	-	Japan	2010	Homo sapiens	-	-	-	C/Tokyo/3/2010
alignment/AL_ICV_SEG2/member/icv-ncbi-curated-segment-2/LC123466	LC123466	27384661	2322	-	Japan	2012	Homo sapiens	-	-	-	C/Yamagata/1/2012
