taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB126194	AB126194	15218173	2073	4	ICV	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252153	AB252153	17215347	1926	4	ICV	Influenza C virus (C/Yamagata/3/2004)	-	-	-	Yamagata	Japan:Yamagata	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252154	AB252154	17215347	1926	4	ICV	Influenza C virus (C/Yamagata/15/2004)	-	-	-	Yamagata	Japan:Yamagata	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252156	AB252156	17215347	1926	4	ICV	Influenza C virus (C/Miyagi/12/2004)	-	-	-	Miyagi	Japan:Miyagi	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252157	AB252157	17215347	1926	4	ICV	Influenza C virus (C/Miyagi/42/2004)	-	-	-	Miyagi	Japan:Miyagi	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252158	AB252158	17215347	1926	4	ICV	Influenza C virus (C/Niigata/1/2004)	-	-	-	Niigata	Japan:Niigata	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252159	AB252159	17215347	1926	4	ICV	Influenza C virus (C/Fukushima/1/2004)	-	-	-	Fukushima	Japan:Fukushima	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252160	AB252160	17215347	1923	4	ICV	Influenza C virus (C/Saitama/1/2004)	-	-	-	Saitama	Japan:Saitama	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252161	AB252161	17215347	1926	4	ICV	Influenza C virus (C/Kanagawa/2/2004)	-	-	-	Kanagawa	Japan:Kanagawa	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252162	AB252162	17215347	1926	4	ICV	Influenza C virus (C/Osaka/2/2004)	-	-	-	Osaka	Japan:Osaka	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252163	AB252163	17215347	1926	4	ICV	Influenza C virus (C/Hiroshima/4/2004)	-	-	-	Hiroshima	Japan:Hiroshima	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252164	AB252164	17215347	1926	4	ICV	Influenza C virus (C/Fukuoka/2/2004)	-	-	-	Fukuoka	Japan:Fukuoka	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB252165	AB252165	17215347	1926	4	ICV	Influenza C virus (C/Fukuoka/3/2004)	-	-	-	Fukuoka	Japan:Fukuoka	-	-
alignment/AL_ICV_SEG4/member/ncbi-icv-nuccore/AB751364	AB751364	24647258	1021	4	ICV	Influenza C virus (C/Mie/186/2012)	-	-	-	Mie	Japan: Mie	-	-
