taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/AB000608	AB000608	9354270	1136	-	USA	1978	Homo sapiens	-	-	-	-
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/AB000720	AB000720	9354270	1136	-	USA	1980	Homo sapiens	-	-	-	-
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/D30701	D30701	7996155	369	-	-	1985	Homo sapiens	-	-	-	C/Nara/2/85
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/JX947866	JX947866	23523822	1161	-	India	2011	Homo sapiens	-	-	-	C/Eastern India/1202/2011
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/JX963106	JX963106	-	1059	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-050530/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/JX963107	JX963107	-	1058	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070170/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/JX963108	JX963108	-	1059	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070193/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/JX963109	JX963109	-	1065	-	Singapore	2006	Homo sapiens	-	-	-	C/Singapore/DSO-070203/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/KM504282	KM504282	-	1180	-	Australia	2012	Homo sapiens	-	-	-	C/Victoria/2/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/KM507550	KM507550	-	1103	-	India	2012	Homo sapiens	TS/NS	-	-	C/India/P121719/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/KM507557	KM507557	-	1124	-	India	2013	Homo sapiens	TS/NS	-	-	C/India/P135047/2013
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/KT232087	KT232087	-	1084	-	India	2011	Homo sapiens	TS/NS	-	-	C/India/P119564/2011
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/KT835361	KT835361	26655269	980	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/6855/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/KT835362	KT835362	26655269	982	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7274/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/KT835363	KT835363	26655269	982	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7482/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/KT835364	KT835364	26655269	973	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	-	C/Scotland/7383/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123815	LC123815	27384661	1125	-	USA	1954	Homo sapiens	-	-	-	C/Great Lakes/1167/1954
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123823	LC123823	27384661	1125	-	Japan	2002	Homo sapiens	-	-	-	C/Yamagata/5/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123825	LC123825	27384661	1125	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/4/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123826	LC123826	27384661	1125	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/11/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123827	LC123827	27384661	1125	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/20/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123828	LC123828	27384661	1125	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/28/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123829	LC123829	27384661	1125	-	Japan	2002	Homo sapiens	-	-	-	C/Miyagi/31/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123830	LC123830	27384661	1125	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/3/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123833	LC123833	27384661	1125	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/18/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123834	LC123834	27384661	1125	-	Japan	2004	Homo sapiens	-	-	-	C/Yamagata/26/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123836	LC123836	27384661	1125	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/12/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123837	LC123837	27384661	1125	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/25/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123838	LC123838	27384661	1125	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/42/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123839	LC123839	27384661	1125	-	Japan	2004	Homo sapiens	-	-	-	C/Miyagi/47/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123840	LC123840	27384661	1125	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/1/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123841	LC123841	27384661	1125	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/2/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123842	LC123842	27384661	1125	-	Japan	2005	Homo sapiens	-	-	-	C/Yamagata/3/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123843	LC123843	27384661	1125	-	Japan	2005	Homo sapiens	-	-	-	C/Miyagi/2/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123844	LC123844	27384661	1125	-	Japan	2005	Homo sapiens	-	-	-	C/Miyagi/4/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123845	LC123845	27384661	1125	-	Japan	2005	Homo sapiens	-	-	-	C/Fukuoka/1/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123846	LC123846	27384661	1125	-	Japan	2006	Homo sapiens	-	-	-	C/Fukuoka/2/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123847	LC123847	27384661	1125	-	Japan	2006	Homo sapiens	-	-	-	C/Yamagata/1/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123848	LC123848	27384661	1125	-	Japan	2006	Homo sapiens	-	-	-	C/Yamagata/9/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123849	LC123849	27384661	1125	-	Japan	2006	Homo sapiens	-	-	-	C/Yamagata/13/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123851	LC123851	27384661	1125	-	Japan	2006	Homo sapiens	-	-	-	C/Yamagata/20/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123852	LC123852	27384661	1125	-	Japan	2006	Homo sapiens	-	-	-	C/Miyagi/4/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123853	LC123853	27384661	1125	-	Japan	2007	Homo sapiens	-	-	-	C/Yamagata/1/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123854	LC123854	27384661	1125	-	Japan	2008	Homo sapiens	-	-	-	C/Yamagata/3/2008
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123855	LC123855	27384661	1125	-	Japan	2008	Homo sapiens	-	-	-	C/Yamagata/11/2008
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123856	LC123856	27384661	1125	-	Japan	2008	Homo sapiens	-	-	-	C/Yamagata/16/2008
alignment/AL_ICV_SEG6/member/icv-ncbi-curated-segment-6/LC123858	LC123858	27384661	1125	-	Japan	2008	Homo sapiens	-	-	-	C/Miyagi/2/2008
