taxon	sequenceID	pubmed_id	gb_place_sampled	gb_country	gb_year	gb_host	gb_source	gb_subtype	isolate_id
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/AB000608	AB000608	9354270	-	-	-	Homo sapiens	-	-	C/California/78
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/AB000720	AB000720	9354270	-	-	-	Homo sapiens	-	-	C/Mississippi/80
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/D30701	D30701	7996155	-	-	-	-	-	-	C/Nara/2/85
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/JX947866	JX947866	23523822	-	India	2011	Homo sapiens	-	-	C/Eastern India/1202/2011
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/JX963106	JX963106	-	-	Singapore	2006	Homo sapiens	-	-	C/Singapore/DSO-050530/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/JX963107	JX963107	-	-	Singapore	2006	Homo sapiens	-	-	C/Singapore/DSO-070170/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/JX963108	JX963108	-	-	Singapore	2006	Homo sapiens	-	-	C/Singapore/DSO-070193/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/JX963109	JX963109	-	-	Singapore	2006	Homo sapiens	-	-	C/Singapore/DSO-070203/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/KM504282	KM504282	-	-	Australia	2012	Homo sapiens	-	-	C/Victoria/2/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/KM507550	KM507550	-	-	India	2012	Homo sapiens	TS/NS	-	C/India/P121719/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/KM507557	KM507557	-	-	India	2013	Homo sapiens	TS/NS	-	C/India/P135047/2013
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/KT232087	KT232087	-	-	India	2011	Homo sapiens	TS/NS	-	C/India/P119564/2011
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/KT835361	KT835361	26655269	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	C/Scotland/6855/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/KT835362	KT835362	26655269	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	C/Scotland/7274/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/KT835363	KT835363	26655269	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	C/Scotland/7482/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/KT835364	KT835364	26655269	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	C/Scotland/7383/2007
