taxon	sequenceID	pubmed_id	gb_place_sampled	gb_country	gb_year	gb_host	gb_source	gb_subtype	isolate_id
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/AB126191	AB126191	15218173	-	-	-	-	-	-	C/Ann Arbor/1/50
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/D30700	D30700	7996155	-	-	-	-	-	-	C/Nara/2/85
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/D78393	D78393	8757991	-	-	-	Homo sapiens	-	-	-
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/JX947865	JX947865	23523822	-	India	2011	Homo sapiens	-	-	C/Eastern India/1202/2011
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/JX963126	JX963126	-	-	Singapore	2006	Homo sapiens	-	-	C/Singapore/DSO-050530/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/JX963127	JX963127	-	-	Singapore	2006	Homo sapiens	-	-	C/Singapore/DSO-070170/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/JX963128	JX963128	-	-	Singapore	2006	Homo sapiens	-	-	C/Singapore/DSO-070193/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/JX963129	JX963129	-	-	Singapore	2006	Homo sapiens	-	-	C/Singapore/DSO-070203/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/KM504277	KM504277	-	-	Australia	2012	Homo sapiens	-	-	C/Victoria/2/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/KM507545	KM507545	-	-	India	2012	Homo sapiens	TS/NS	-	C/India/P121719/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/KM507552	KM507552	-	-	India	2013	Homo sapiens	TS/NS	-	C/India/P135047/2013
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/KT232082	KT232082	-	-	India	2011	Homo sapiens	TS/NS	-	C/India/P119564/2011
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/KT835340	KT835340	26655269	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	C/Scotland/7482/2007
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/KT835341	KT835341	26655269	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	C/Scotland/7383/2007
